"MatchID","LeagueCode","Result","ModelPick","MarketFavorite","Correct","ActualUpset","AIScore","Confidence","UpsetIndex"
"FAI-b74cd40b8df061e0713a89c0","JPN","A","H","H","False","True","66.6552105374602","82","33.3447894625398"
"FAI-fc0c1406e0696bb2c410404a","JPN","A","A","H","True","True","46.2920196549726","38","72.7939554958218"
"FAI-2fc1ba257d08a9cb6f8991ad","JPN","D","H","H","False","True","47.1831601095444","36","52.8168398904556"
"FAI-769d70cf6d698a5fc5ac1b87","JPN","H","H","H","True","False","58.2261686161274","66","41.7738313838726"
"FAI-79bd66dc5ed92c10896a9399","JPN","H","H","H","True","False","57.9213043416903","61","42.0786956583097"
"FAI-439440948310e9d719545dac","JPN","H","A","H","False","False","35.2213547863806","5","68.0914845074943"
"FAI-0e7623079013a6707c8754b2","JPN","H","A","A","False","True","40.8443429619227","17","59.1556570380773"
"FAI-663aee2b23e19abc5e7fc4b7","JPN","A","H","H","False","True","57.7633414927552","58","42.2366585072448"
"FAI-4b13ac1583d094502c138330","JPN","H","A","H","False","False","46.4763745012172","35","75.3470805240657"
"FAI-06740f884c051fcda87cc0e5","JPN","D","H","A","False","True","41.791604403821","25","70.8490712825991"
"FAI-b5d5aa24fd136dc7590f653c","JPN","H","H","H","True","False","50.248299200854","43","49.751700799146"
"FAI-0f28ae1e3b7f7ba839b7a74e","JPN","H","A","A","False","True","43.8221800624906","28","56.1778199375094"
"FAI-1aee30f17a0b2067681d750d","JPN","A","A","A","True","False","43.7367054481817","23","56.2632945518183"
"FAI-a1c202cbd5c95fad8671dc5a","JPN","H","A","H","False","False","48.8095499566843","32","81.5175790222494"
"FAI-51ecfadf3cb34629e2453047","JPN","H","H","H","True","False","48.2025512224697","27","51.7974487775303"
"FAI-9894d3ae313a293d80e27318","JPN","H","A","A","False","True","55.0301857279834","56","44.9698142720166"
"FAI-2179aab4b1b592cb5b883d1d","JPN","H","H","H","True","False","51.3963245985003","52","48.6036754014997"
"FAI-5265264c36b4d51f9cebd3ee","JPN","H","A","H","False","False","45.7755421174119","33","70.8652436759403"
"FAI-47a0339e771e47f1c0236f18","JPN","A","H","H","False","True","38.147099409328","10","61.852900590672"
"FAI-a3e758a89cec1f1012f8fec9","JPN","A","H","H","False","True","41.2238810698041","23","58.7761189301959"
"FAI-ec5d3660433d8001d514ae4d","JPN","D","A","H","False","True","41.8522329175939","23","72.0661143726898"
"FAI-53c310170f9f9cbc0fd67b8e","JPN","A","A","H","True","True","39.8644250801322","18","70.769509788271"
"FAI-b1d774423e3b922b1a20c35f","JPN","H","H","H","True","False","40.5416255292552","13","59.4583744707448"
"FAI-a95aefb898d9c4cc54e199ea","JPN","A","A","A","True","False","58.958940817243","67","41.041059182757"
"FAI-b966ebabe7bed036f52a2458","JPN","H","H","H","True","False","47.6243729104374","41","52.3756270895626"
"FAI-aa9a662e152f4c945974c7c0","JPN","H","H","H","True","False","38.9875103708801","16","61.0124896291199"
"FAI-30f4885cb5c20f7907e34261","JPN","H","H","H","True","False","37.450055615336","9","62.549944384664"
"FAI-ffabb77bf89d23c919408733","JPN","H","H","H","True","False","36.7367395857634","1","63.2632604142366"
"FAI-31cec30d60dd6bf99c619356","JPN","H","A","A","False","True","50.2409001225824","47","49.7590998774176"
"FAI-4dc10c0a7e24d027b8fe2a05","JPN","H","A","H","False","False","39.1714539467351","12","66.8551866685795"
"FAI-13f61de208d00eaf06455f5b","JPN","A","H","H","False","True","59.2851926533184","64","40.7148073466816"
"FAI-f2ec9b171338c507bcfcfc8d","JPN","D","A","A","False","True","45.4929349475213","32","54.5070650524787"
"FAI-61978adfa64e775752278beb","JPN","H","H","A","True","True","39.9773732775824","17","68.6679686273176"
"FAI-151c0d7eb5d33cced7420fb8","JPN","A","H","H","False","True","48.7367934501042","38","51.2632065498958"
"FAI-091b5b29225e78144686793e","JPN","A","H","H","False","True","47.8481123154271","43","52.1518876845729"
"FAI-db189ac11473ebaff20f26b1","JPN","A","H","H","False","True","53.4266862260123","56","46.5733137739877"
"FAI-893c295c23ad0b0e4bbe7961","JPN","H","H","H","True","False","49.554824472981","42","50.445175527019"
"FAI-c73062742ab57b9cf9ea75f1","JPN","A","A","H","True","True","44.1689723300491","32","71.6620282622954"
"FAI-5c84315c9f7793b20f6aea84","JPN","D","H","H","False","True","38.4179294886211","8","61.5820705113789"
"FAI-dd359f79fb9941724c882e5c","JPN","A","H","H","False","True","48.7498913715971","46","51.2501086284029"
"FAI-974ad4e0fa981982a333b2e5","JPN","H","H","A","True","True","46.8401977092994","35","70.4223093268761"
"FAI-b8d7e8713042d88ade68b2a5","JPN","A","H","A","False","False","35.3595221500452","2","69.566292962659"
"FAI-cc54289c50d18a1a3c8d4c6e","JPN","D","A","H","False","True","39.094324051116","15","70.8702883474873"
"FAI-419b6d300bb5d9dd174ed9a2","JPN","A","A","A","True","False","42.4620807151155","26","57.5379192848845"
"FAI-63c98ba813910fb6f8b23d17","JPN","H","H","A","True","True","45.0588731270203","32","71.1600920994845"
"FAI-5c5042d1643d7a3816bc6d91","JPN","D","H","H","False","True","50.4190981129435","39","49.5809018870565"
"FAI-1d97c7c5885f6b7c84344999","JPN","A","H","H","False","True","53.0318279427353","53","46.9681720572647"
"FAI-587c5331cf818a8b62a23d06","JPN","A","H","H","False","True","48.317916107853","40","51.682083892147"
"FAI-924448886d8cdc29cda94f04","JPN","D","H","H","False","True","44.8210312596141","32","55.1789687403859"
"FAI-94cc832c8c449726989dba53","JPN","D","H","H","False","True","49.0866691180986","37","50.9133308819014"
"FAI-9b6b713cf02898b608823a48","JPN","A","A","A","True","False","37.0353310952968","1","62.9646689047032"
"FAI-58bb60f530442cb932e1df7a","JPN","D","A","H","False","True","57.7077256016448","71","80.158582298088"
"FAI-f5c645174884d9ef3d816463","JPN","H","H","H","True","False","54.8614179610479","61","45.1385820389521"
"FAI-16f029e2e10231c5290da3a8","JPN","D","H","H","False","True","54.7167472989597","60","45.2832527010403"
"FAI-2be0cb77c029771cf5f42f53","JPN","A","A","A","True","False","41.2793405523815","21","58.7206594476185"
"FAI-710e0cff1d16e89083913a1c","JPN","H","H","H","True","False","37.4197311976308","7","62.5802688023692"
"FAI-65e3f807d463d27cfab5c85c","JPN","A","H","A","False","False","41.9559570008151","19","67.6011580818743"
"FAI-f0ca92953ffbc8e67d703ed9","JPN","H","H","H","True","False","48.0738656434622","42","51.9261343565378"
"FAI-b30ab69b669ee4b582105d36","JPN","H","H","H","True","False","51.0875674954493","51","48.9124325045507"
"FAI-58149b0e70a376aa22a5e923","JPN","A","H","H","False","True","46.7161615488237","37","53.2838384511763"
"FAI-f975dc6d5b48c082a8c92cbf","JPN","H","D","H","False","False","34.3071576878135","2","67.745547582743"
"FAI-b40fd8251042a8fcb26c46d6","JPN","A","A","H","True","True","46.4763745012172","35","75.3470805240657"
"FAI-4ea28874ab9f8e08a1518d58","JPN","A","H","H","False","True","40.1956103021042","14","59.8043896978958"
"FAI-e8a5cbad7006c994e74c3310","JPN","H","A","A","False","True","50.6576805631839","50","49.3423194368161"
"FAI-89b04c966869344eaf924b61","JPN","A","A","A","True","False","61.4040203820943","79","38.5959796179057"
"FAI-a3dfb2aebebe8184ad68aea7","JPN","D","H","H","False","True","37.4882155119809","10","62.5117844880191"
"FAI-986fdf332e66147bb811e9c9","JPN","H","H","H","True","False","59.9065988634642","77","40.0934011365358"
"FAI-68cec0670cd745dba15b9602","JPN","A","A","A","True","False","43.82101392582","27","56.17898607418"
"FAI-443a12838b14343696983416","JPN","H","H","H","True","False","47.7894178272199","40","52.2105821727801"
"FAI-9389b30476b6a9f9f80b65d6","JPN","D","H","H","False","True","36.4044981971754","3","63.5955018028246"
"FAI-0d050bf3858de18d329c3bbe","JPN","H","H","H","True","False","71.8024010451623","100","28.1975989548377"
"FAI-2fca9371911efbc6fb77eace","JPN","A","H","H","False","True","52.6031924749858","57","47.3968075250142"
"FAI-024bb517833c603a9081d272","JPN","H","A","A","False","True","49.7610317627132","36","50.2389682372868"
"FAI-f85aa7956760034f1f588a37","JPN","A","A","H","True","True","43.818135674575","26","68.9912445042081"
"FAI-2aacb716b7d3cd7cc25b10e1","JPN","A","A","H","True","True","45.0431705750622","33","71.4089220120078"
"FAI-09a751faa4a6f8250ade66a7","JPN","A","H","H","False","True","61.1075624665703","82","38.8924375334297"
"FAI-e86406468c26954c71838206","JPN","A","A","A","True","False","42.5844375963463","25","57.4155624036537"
"FAI-b7a8f511cc1de62001c7ee7d","JPN","A","H","H","False","True","48.0409154624188","42","51.9590845375812"
"FAI-b0501e4270a5f53c5b9f1b37","JPN","H","H","H","True","False","44.4923755107364","25","55.5076244892636"
"FAI-ba6a65fb08d00c512cd6c5ef","JPN","A","A","A","True","False","44.9266034671758","28","55.0733965328242"
"FAI-3723839641822cee5f004a6c","JPN","H","H","H","True","False","39.9773732775824","17","60.0226267224176"
"FAI-8b588b6f8e22421ecb785f42","JPN","D","H","H","False","True","41.5519571131312","18","58.4480428868688"
"FAI-831127d96e51c67c30419a19","JPN","D","H","H","False","True","66.3882326081508","95","33.6117673918492"
"FAI-a0f13f835af492d0085d87ec","JPN","D","H","H","False","True","39.5717062107689","4","60.4282937892311"
"FAI-890e2595864bbc9fcd56a1cb","JPN","D","A","A","False","True","38.9699829806583","10","61.0300170193417"
"FAI-00924a81da3a357dbf4eb837","JPN","H","H","H","True","False","50.170258518348","45","49.829741481652"
"FAI-77cd49985419ec9746db2f37","JPN","H","A","H","False","False","43.7782043239781","21","66.7078815960871"
"FAI-4d54aad166e367f454568b4a","JPN","D","A","A","False","True","40.2652934793749","13","59.7347065206251"
"FAI-f0420da39a9eabc287b45089","JPN","A","H","A","False","False","37.7979423039035","5","64.4923370533861"
"FAI-634780d4cb076c4bf96fab49","JPN","D","H","H","False","True","37.6915994168165","1","62.3084005831835"
"FAI-d01879daa4e64fb347bb80c2","JPN","D","H","H","False","True","48.9676157266942","43","51.0323842733058"
"FAI-16d3239c243c59a478298db0","JPN","D","H","H","False","True","45.9594253774046","33","54.0405746225954"
"FAI-753ff49e9b43233637d8e94e","JPN","D","A","A","False","True","52.6233252448274","54","47.3766747551726"
"FAI-23e05207d894b48d29245900","JPN","D","A","H","False","True","43.8101410215983","31","72.3680668246933"
"FAI-9ef6f52ddacfcff01ebd17e3","JPN","A","H","H","False","True","39.7797011646587","7","60.2202988353413"
"FAI-a0ef7c933dd7e7c5733a79b2","JPN","H","H","H","True","False","51.8854063847723","54","48.1145936152277"
"FAI-d8fb045db63b2e182fbb22dc","JPN","A","H","H","False","True","42.0067650056958","16","57.9932349943042"
"FAI-37d814b206293ef3e05df3be","JPN","H","A","A","False","True","42.4158948482653","24","57.5841051517347"
"FAI-0fa423c80d186f978d9806d8","JPN","H","H","H","True","False","67.7746814797849","95","32.2253185202151"
"FAI-bdc2fff8c3391977e8255f1c","JPN","A","A","A","True","False","43.8197906580346","30","56.1802093419654"
"FAI-0965a6b15e8e52ffd801a797","JPN","D","H","H","False","True","38.4606761745593","12","61.5393238254407"
"FAI-62bbade3742c98473a464320","JPN","H","H","H","True","False","36.9330307860682","11","63.0669692139318"
"FAI-7f4336e076e8ca5b916a8ed6","JPN","H","H","H","True","False","45.3704548569636","33","54.6295451430364"
"FAI-db3d771076079a3cf97056e1","JPN","H","H","H","True","False","57.3845192542543","68","42.6154807457457"
"FAI-f4d205204cb24b220f70f9bf","JPN","H","H","H","True","False","44.692207402365","22","55.307792597635"
"FAI-be8f8a6373f969ea3b7d5d9d","JPN","A","H","H","False","True","54.3371661610421","62","45.6628338389579"
"FAI-f44b584eec852266dba38389","JPN","A","A","A","True","False","37.8340437917253","5","62.1659562082747"
"FAI-36551bb9f9903d7e68b9a145","JPN","D","H","H","False","True","56.7791938356654","61","43.2208061643346"
"FAI-8a8a28c605befb425da28d6b","JPN","A","A","A","True","False","38.5604318720696","13","61.4395681279304"
"FAI-bc696acf6c27520d6ebb90e5","JPN","D","A","A","False","True","45.1450616495325","32","54.8549383504675"
"FAI-c6ec917c343cac32221e74eb","JPN","A","A","A","True","False","47.5016731532975","42","52.4983268467025"
"FAI-b19fde03bc1d6bd1ace52683","JPN","A","A","H","True","True","51.2867022578808","51","77.0359377086732"
"FAI-179b227e247ec822867be735","JPN","H","H","H","True","False","55.4028153605886","66","44.5971846394114"
"FAI-deec720ae7844f435edf07ad","JPN","H","H","H","True","False","71.1651070097446","100","28.8348929902554"
"FAI-42f18d077da77feda1e2e2c9","JPN","D","A","H","False","True","42.5844375963463","25","69.7238499186778"
"FAI-597d3c3be82c67f1a55fd7e6","JPN","D","A","A","False","True","45.1259584320164","33","54.8740415679836"
"FAI-b3037af2054bdb36b1819369","JPN","H","H","H","True","False","36.4044981971754","3","63.5955018028246"
"FAI-2e47366da9afaf7701bdd1f4","JPN","H","A","A","False","True","57.1876090655416","67","42.8123909344584"
"FAI-e76e71869ce176bfb26ea5a3","JPN","H","A","H","False","False","41.5614173117969","15","65.8932437833156"
"FAI-54ae04e8ccf03da192c76144","JPN","A","H","H","False","True","50.931670028495","44","49.068329971505"
"FAI-936b62aa4d3c1b951dca0943","JPN","D","A","H","False","True","41.4989652310024","17","66.8034853852002"
"FAI-c18e5456e0b1fee83843557d","JPN","D","H","H","False","True","47.7894178272199","40","52.2105821727801"
"FAI-15c9eade3a1cc666c8c4843c","JPN","H","H","H","True","False","63.2132606282093","85","36.7867393717907"
"FAI-ead1dadbc13ff34cdabc9562","JPN","H","H","H","True","False","53.0318279427353","53","46.9681720572647"
"FAI-499c0bc90a6fdd4f3ff42a56","JPN","D","H","H","False","True","52.7818448218376","58","47.2181551781624"
"FAI-17d6d65fd5d9d167f2857ce6","JPN","H","H","H","True","False","47.0962614161053","29","52.9037385838947"
"FAI-c2dded4281d6d962445066ec","JPN","D","H","H","False","True","48.6923443941648","41","51.3076556058352"
"FAI-b9272b0ea919938bfdfdd219","JPN","D","H","H","False","True","35.2806481293811","5","64.7193518706189"
"FAI-35dbbcf154e04fe7e534f6eb","JPN","D","A","A","False","True","58.2741619737495","70","41.7258380262505"
"FAI-5f3c7a22f30107eadce1e85d","JPN","H","H","H","True","False","56.2544463700049","66","43.7455536299951"
"FAI-bb1aac1314ffde8ba74b20d5","JPN","H","H","H","True","False","49.3442823218815","46","50.6557176781185"
"FAI-a1a39445ceacaa237e78bcfe","JPN","A","H","H","False","True","64.3986504788026","86","35.6013495211974"
"FAI-255deded0b53b1a43a5db54a","JPN","D","H","H","False","True","50.413536765287","50","49.586463234713"
"FAI-12f8ebc5be183cacc39a6bca","JPN","H","H","H","True","False","37.4197311976308","7","62.5802688023692"
"FAI-de6af0b1bfe5fc3416df7056","JPN","H","A","A","False","True","38.8782139724172","11","61.1217860275828"
"FAI-4980d8b9e5650e744b3e79bb","JPN","H","A","A","False","True","69.5531568553599","100","30.4468431446401"
"FAI-3cbf06ccb670db7704718151","JPN","H","A","A","False","True","42.5281776346682","27","57.4718223653318"
"FAI-b7f0ddfae0b4e6e4ae1843d4","JPN","H","A","H","False","False","38.2851009730798","1","62.4245185459169"
"FAI-aebd6711bc70d602e4e4bf35","JPN","D","H","H","False","True","46.2380218226517","33","53.7619781773483"
"FAI-48581b90390b3c1727c506ae","JPN","D","H","H","False","True","62.137600568","84","37.862399432"
"FAI-cfc5e8e86fba093bba672e56","JPN","A","H","H","False","True","38.9230352835866","13","61.0769647164134"
"FAI-59eae5ce9256ad542b44b119","JPN","H","A","A","False","True","42.5281776346682","27","57.4718223653318"
"FAI-61a36c719e83cfa1ce42dd43","JPN","A","A","A","True","False","56.7293799055523","67","43.2706200944477"
"FAI-5b1c0cf0dccbbc87e9895ea3","JPN","H","H","H","True","False","53.3840158587672","47","46.6159841412328"
"FAI-3724dc6594106c5dfcefaa50","JPN","A","A","A","True","False","56.513929134392","68","43.486070865608"
"FAI-555cb108ce31197b132280ed","JPN","A","H","H","False","True","53.3884260071736","56","46.6115739928264"
"FAI-7042eec6a692b5b533f36dc3","JPN","A","A","A","True","False","51.2867022578808","51","48.7132977421192"
"FAI-eeee982e981fc7ec60be6540","JPN","H","H","H","True","False","54.3371661610421","62","45.6628338389579"
"FAI-1b03738f0768e420df13d0d8","JPN","A","H","H","False","True","51.5851675753478","50","48.4148324246522"
"FAI-8f95712d668fbbd434f1ce5d","JPN","A","H","H","False","True","52.031426934215","52","47.968573065785"
"FAI-4935e179a7a817986e4818ba","JPN","H","A","A","False","True","36.3242191291569","2","63.6757808708431"
"FAI-f1ba7bad8473ceef5e53402c","JPN","D","A","H","False","True","40.4706058140523","10","64.6003315254079"
"FAI-bab0fd109e01d94f075546e8","JPN","D","H","H","False","True","44.0718519069342","28","55.9281480930658"
"FAI-2baa7f2f650854b4a3b674b0","JPN","A","A","A","True","False","41.1608609747032","23","58.8391390252968"
"FAI-93c4c02f14bd499b591487ea","JPN","A","H","H","False","True","41.3030095114677","21","58.6969904885323"
"FAI-a2e0c31066641f208b821fdf","JPN","H","A","A","False","True","45.0431705750622","33","54.9568294249378"
"FAI-7bedd0231d5f6fdc721f93c9","JPN","H","H","H","True","False","67.125666023301","100","32.874333976699"
"FAI-dcef05005444a318e61b272a","JPN","A","H","H","False","True","62.050813891307","78","37.949186108693"
"FAI-1d29c9edeae7e22ce6297a23","JPN","A","H","H","False","True","54.8790935441142","61","45.1209064558858"
"FAI-a3119b7d9809ca4f3e7a87e8","JPN","A","H","H","False","True","40.9617107400687","15","59.0382892599313"
"FAI-5711863d8aff1937ff9bc658","JPN","D","H","H","False","True","38.3474088044982","8","61.6525911955018"
"FAI-f5e25a957b659af60c205ddb","JPN","A","A","A","True","False","47.6388507670112","41","52.3611492329888"
"FAI-44c9e053a36c21ffb97e5716","JPN","A","A","A","True","False","49.459982416022","45","50.540017583978"
"FAI-49b5cca0776a17a5494cd5e0","JPN","D","H","H","False","True","59.5850304201551","71","40.4149695798449"
"FAI-2f769d899328e92fd052da22","JPN","H","A","A","False","True","39.8999529507776","18","60.1000470492224"
"FAI-525b852cfcaf192b12593706","JPN","A","H","H","False","True","46.6352892853693","38","53.3647107146307"
"FAI-c656fc8a27b807e4d163ebc7","JPN","D","A","H","False","True","42.662629562914","21","67.662223731216"
"FAI-144860f5b1c387d131d3dce1","JPN","H","A","H","False","False","36.1716108236833","3","65.1013273762999"
"FAI-0e7e1ddf2a1d56b999e369f9","JPN","H","A","H","False","False","38.2065830231402","2","62.8215300321435"
"FAI-ec7ccc0e42f38a55f874314d","JPN","H","A","A","False","True","41.5877070994628","14","58.4122929005372"
"FAI-b7428b06d47342db1a1bcb74","JPN","H","H","H","True","False","48.4047606785304","39","51.5952393214696"
"FAI-2845c6bf938f090c90cdef94","JPN","A","H","A","False","False","41.9559570008151","19","67.6011580818743"
"FAI-ebd8f3e3ccbbbffdbc2006ff","JPN","H","A","A","False","True","47.7851909342898","39","52.2148090657102"
"FAI-4ea4c76b081514f26a90ad1e","JPN","D","H","H","False","True","47.5124943227259","37","52.4875056772741"
"FAI-5a6150ddf086ef0c1d6d0793","JPN","H","H","H","True","False","42.8933717444756","26","57.1066282555244"
"FAI-b948d750e97535c2c3d82689","JPN","H","H","H","True","False","70.2597011324044","100","29.7402988675956"
"FAI-2310d6381f7c4e53fd43798d","JPN","D","A","A","False","True","35.6450685792137","5","64.3549314207863"
"FAI-f42920a80e9fb6c1bc131db8","JPN","A","H","A","False","False","37.7979423039035","5","64.4923370533861"
"FAI-804655dbb17673bb56e9f974","JPN","D","H","H","False","True","40.4069960969821","18","59.5930039030179"
"FAI-f2750651f4559d07ec840028","JPN","A","A","H","True","True","36.3242191291569","2","64.5855885129724"
"FAI-d3ec77e678538d890c93105d","JPN","A","H","H","False","True","40.8183867325404","18","59.1816132674596"
"FAI-24159716298da8d4f8efce9b","JPN","A","A","A","True","False","46.1186367475863","33","53.8813632524137"
"FAI-9a29ce13fe0cd743fd25e6a3","JPN","H","H","H","True","False","46.3190645447068","36","53.6809354552932"
"FAI-fca9a3669c497f856566bf8e","JPN","D","H","H","False","True","46.9386343146761","40","53.0613656853239"
"FAI-5c2ae9509cfa59f58036ca18","JPN","A","H","H","False","True","47.2574858132652","34","52.7425141867348"
"FAI-afbd966991be05e637dff18e","JPN","H","H","H","True","False","45.0588731270203","32","54.9411268729797"
"FAI-00ac31b992920de6aef4312a","JPN","A","H","H","False","True","43.3136464817786","28","56.6863535182214"
"FAI-11e38437641540b50a590288","JPN","A","A","H","True","True","37.7245463532172","6","65.0492817165396"
"FAI-6450e2a4df6c3cf9c8000547","JPN","H","H","A","True","True","40.5861603519372","14","66.5929166927693"
"FAI-4fa15b93f3a3517ad1efef40","JPN","H","A","A","False","True","38.8782139724172","11","61.1217860275828"
"FAI-6af8c809a3850c5aea5fffa2","JPN","H","H","H","True","False","42.9466323295711","27","57.0533676704289"
"FAI-d65028d85a4bbf9d7cbe8cef","JPN","H","H","A","True","True","37.468027778439","11","68.0921358290944"
"FAI-ae4d219f668990d927957c44","JPN","H","A","H","False","False","36.6012474736112","0","63.6187719441537"
"FAI-46ca0a0b63f240b77bcc508b","JPN","A","A","H","True","True","39.1354304434613","8","65.025554719318"
"FAI-e3a1dbba17c242db32fed156","JPN","D","H","H","False","True","57.7560671667572","72","42.2439328332428"
"FAI-aebb3dc69b1ffd1085c9e03d","JPN","D","H","A","False","True","39.0318317747603","6","64.0936400950415"
"FAI-3d9d5238273c9f8ead0c1b69","JPN","A","H","H","False","True","40.9617107400687","15","59.0382892599313"
"FAI-ca9e8b1493e29b89dc7e0b2a","JPN","H","H","H","True","False","65.2694127254014","93","34.7305872745986"
"FAI-c80e919efbc25adf63356423","JPN","H","H","H","True","False","39.6011231287817","10","60.3988768712183"
"FAI-55e3ebf16fb4dee06e504ee8","JPN","D","A","A","False","True","41.4626129059371","17","58.5373870940629"
"FAI-c69423b0c84d21b2341e1a7f","JPN","D","H","H","False","True","51.8277739815609","51","48.1722260184391"
"FAI-3cf6ca41cedd4a31afd9d6c2","JPN","H","H","H","True","False","38.4606761745593","12","61.5393238254407"
"FAI-3f3209c37035d4a2659b953c","JPN","H","H","H","True","False","43.6344067441587","24","56.3655932558413"
"FAI-ee3e82f99192373d74d8915b","JPN","D","H","H","False","True","37.2718239032216","1","62.7281760967784"
"FAI-f9a32928593d9ad67c42f1e3","JPN","A","H","H","False","True","48.7680974305264","42","51.2319025694736"
"FAI-b3beff673b0727a83b3f8774","JPN","A","H","H","False","True","68.4524744715659","100","31.5475255284341"
"FAI-7a14348c10233e26de559e35","JPN","H","A","H","False","False","47.1260369060118","35","70.4230456311766"
"FAI-eb7b2972142c14f38cde16ef","JPN","H","H","H","True","False","42.6182349824951","23","57.3817650175049"
"FAI-61edfb0561bac500dbddfc6a","JPN","H","H","H","True","False","41.2129172073372","18","58.7870827926628"
"FAI-b855c1f9d09a578471ca7723","JPN","A","A","A","True","False","45.9460762126784","29","54.0539237873216"
"FAI-53706d8f36921a50fa687432","JPN","D","A","H","False","True","37.0498468536129","10","67.7987501575624"
"FAI-4d95c09ac7d14854bb0f98da","JPN","A","H","A","False","False","50.1937431609005","50","74.9944174604746"
"FAI-1c39c564ebcd92b5a4d8ce55","JPN","D","H","H","False","True","49.730317055476","48","50.269682944524"
"FAI-49af558f138286583d3c0f88","JPN","D","A","A","False","True","53.6996745184576","59","46.3003254815424"
"FAI-f6b3b2079073faadb4ca5cf1","JPN","D","H","H","False","True","52.2462191313489","54","47.7537808686511"
"FAI-8b69802d80de1bf07d096ed0","JPN","A","H","H","False","True","49.2317588424601","44","50.7682411575399"
"FAI-1c24b80e0bda427b2d261974","JPN","D","H","H","False","True","53.5942119181667","58","46.4057880818333"
"FAI-c64f6e9f88c60976dfdaa24f","JPN","D","H","A","False","True","37.6915994168165","1","63.0435810064588"
"FAI-be111c113a165c00cfa28680","JPN","A","A","H","True","True","37.0498468536129","10","67.7987501575624"
"FAI-e31cf7328a9e5b44ee55de8a","JPN","D","H","H","False","True","38.6363654653389","6","61.3636345346611"
"FAI-449b5d68206ea32df3358860","JPN","D","A","H","False","True","43.7994429646501","23","67.5730710268051"
"FAI-b68990c16bf5e9a54d52724e","JPN","A","H","H","False","True","42.5636153381885","27","57.4363846618115"
"FAI-707ee09707715882ac7d2af7","JPN","H","H","H","True","False","62.1190157390344","83","37.8809842609656"
"FAI-6e2959ca45ac77a872a5443e","JPN","A","A","H","True","True","36.4671658582499","1","64.0919558613503"
"FAI-44f4145218e1b7d076856e72","JPN","D","H","H","False","True","38.7823617559729","9","61.2176382440271"
"FAI-33252c4ad33270a8026613b7","JPN","H","H","H","True","False","71.8024010451623","100","28.1975989548377"
"FAI-ff72c17b62df84abaa809bb0","JPN","D","A","A","False","True","52.6634578439391","55","47.3365421560609"
"FAI-357d2aed886d46c49c9db8e9","JPN","H","H","A","True","True","41.5917670078786","19","67.7907699264887"
"FAI-ba3a81414fb062454f0f3bd5","JPN","A","H","A","False","False","38.3474088044982","8","65.8954962847592"
"FAI-18949942b8f85243442a9dec","JPN","H","A","H","False","False","42.6080424253792","24","69.177743842752"
"FAI-9e3807bd5ece8c759755fb2c","JPN","D","H","A","False","True","46.6352892853693","38","74.1760405417938"
"FAI-9ceaab5eb5e1047d3582354a","JPN","H","H","H","True","False","44.0042918190989","28","55.9957081809011"
"FAI-3412eed1d894b45f5919e761","JPN","A","H","H","False","True","45.988755503785","34","54.011244496215"
"FAI-0dc77abc95577184d8b5da21","JPN","D","H","H","False","True","41.323151543629","15","58.676848456371"
"FAI-05df1537794b8c392afda1cb","JPN","A","H","H","False","True","42.5636153381885","27","57.4363846618115"
"FAI-3ecc8d4cbb2473716990a38b","JPN","A","H","A","False","False","43.3136464817786","28","70.4519595958917"
"FAI-4546449f0fb12ba49efc0cdf","JPN","D","H","H","False","True","38.3474088044982","8","61.6525911955018"
"FAI-bbd95b6d92a1c3619c173cb8","JPN","H","A","A","False","True","46.2920196549726","38","53.7079803450274"
"FAI-43db9e40d039efcc2c41d266","JPN","A","H","H","False","True","49.485732909392","46","50.514267090608"
"FAI-0c5c8eec70d91399c665700e","JPN","A","A","H","True","True","37.4824869006535","7","66.0749306292358"
"FAI-beba1f542cf946fe8466ba70","JPN","A","H","H","False","True","47.5105187015161","42","52.4894812984839"
"FAI-b06cd939296b2d552f1abf64","JPN","A","A","A","True","False","59.3337029937558","77","40.6662970062442"
"FAI-a4602c48b435b47a0dacc787","JPN","A","A","A","True","False","42.6861960519028","19","57.3138039480972"
"FAI-73f89f56d4653c02ef96e60c","JPN","D","H","H","False","True","51.4062698284197","50","48.5937301715803"
"FAI-c686b25784d5dcfc5eeded7a","JPN","H","H","H","True","False","42.9466323295711","27","57.0533676704289"
"FAI-de2036238e557e7eb4c7b49f","JPN","A","H","H","False","True","41.0572433595295","22","58.9427566404705"
"FAI-7e9727d0cd79bbd205fd3925","JPN","H","H","A","True","True","48.7680974305264","42","72.0220289140713"
"FAI-778b9374343dace2ea703504","JPN","A","H","H","False","True","39.9773732775824","17","60.0226267224176"
"FAI-fae356818626be57f7d7bc22","JPN","H","H","H","True","False","39.7890461158562","13","60.2109538841438"
"FAI-f286e6b6158dcb31fe908076","JPN","H","H","H","True","False","42.6182349824951","23","57.3817650175049"
"FAI-b9ba1a38300fd2396c235d9e","JPN","H","H","H","True","False","58.1502209552652","65","41.8497790447348"
"FAI-46dee099e64709f017199446","JPN","A","A","A","True","False","59.3390153209777","73","40.6609846790223"
"FAI-143683a0f847d906ab9bd9d9","JPN","H","H","H","True","False","69.8673957242755","96","30.1326042757245"
"FAI-8ccf179b1533883c1bbfb78f","JPN","D","A","H","False","True","39.2790790961882","7","64.1391003945637"
"FAI-b86708699dca7c8fe273f9f8","JPN","H","H","H","True","False","43.6344067441587","24","56.3655932558413"
