match_id,home_team_id,away_team_id,league_id,b365_home,b365_draw,b365_away,home_goals,away_goals
SGE_RBL_20211030,SGE,RBL,Bundesliga 2021-22,4.2,4.0,1.75,1,1
AUG_VFB_20211031,AUG,VFB,Bundesliga 2021-22,3.0,3.3,2.4,4,1
BMG_BOC_20211031,BMG,BOC,Bundesliga 2021-22,1.36,5.0,8.5,2,1
M05_BMG_20211105,M05,BMG,Bundesliga 2021-22,2.62,3.6,2.55,1,1
BAY_SCF_20211106,BAY,SCF,Bundesliga 2021-22,1.16,8.0,15.0,2,1
BOC_TSG_20211106,BOC,TSG,Bundesliga 2021-22,3.8,3.8,1.9,2,0
VFB_BIE_20211106,VFB,BIE,Bundesliga 2021-22,1.8,3.8,4.33,0,1
WOB_AUG_20211106,WOB,AUG,Bundesliga 2021-22,1.5,4.2,6.5,1,0
RBL_BVB_20211106,RBL,BVB,Bundesliga 2021-22,1.9,3.8,3.8,2,1
BSC_B04_20211107,BSC,B04,Bundesliga 2021-22,3.5,3.75,2.0,1,1
KOE_UNI_20211107,KOE,UNI,Bundesliga 2021-22,2.05,3.5,3.6,2,2
SGF_SGE_20211107,SGF,SGE,Bundesliga 2021-22,3.75,3.75,1.95,1,2
AUG_BAY_20211119,AUG,BAY,Bundesliga 2021-22,15.0,8.0,1.16,2,1
BIE_WOB_20211120,BIE,WOB,Bundesliga 2021-22,4.2,3.5,1.9,2,2
BVB_VFB_20211120,BVB,VFB,Bundesliga 2021-22,1.33,5.5,8.0,2,1
TSG_RBL_20211120,TSG,RBL,Bundesliga 2021-22,4.0,4.33,1.75,2,0
B04_BOC_20211120,B04,BOC,Bundesliga 2021-22,1.36,5.0,9.0,1,0
BMG_SGF_20211120,BMG,SGF,Bundesliga 2021-22,1.28,6.0,10.0,4,0
UNI_BSC_20211120,UNI,BSC,Bundesliga 2021-22,2.0,3.5,3.8,2,0
SCF_SGE_20211121,SCF,SGE,Bundesliga 2021-22,2.0,3.6,3.6,0,2
M05_KOE_20211121,M05,KOE,Bundesliga 2021-22,2.1,3.6,3.4,1,1
VFB_M05_20211126,VFB,M05,Bundesliga 2021-22,2.9,3.3,2.45,2,1
BOC_SCF_20211127,BOC,SCF,Bundesliga 2021-22,3.2,3.4,2.25,2,1
KOE_BMG_20211127,KOE,BMG,Bundesliga 2021-22,2.7,3.8,2.37,4,1
SGF_TSG_20211127,SGF,TSG,Bundesliga 2021-22,4.75,4.33,1.65,3,6
BSC_AUG_20211127,BSC,AUG,Bundesliga 2021-22,2.05,3.25,3.8,1,1
WOB_BVB_20211127,WOB,BVB,Bundesliga 2021-22,2.9,3.5,2.37,1,3
BAY_BIE_20211127,BAY,BIE,Bundesliga 2021-22,1.07,12.0,27.0,1,0
SGE_UNI_20211128,SGE,UNI,Bundesliga 2021-22,2.3,3.5,3.0,2,1
RBL_B04_20211128,RBL,B04,Bundesliga 2021-22,1.85,4.0,3.8,1,3
UNI_RBL_20211203,UNI,RBL,Bundesliga 2021-22,3.5,3.7,2.0,2,1
AUG_BOC_20211204,AUG,BOC,Bundesliga 2021-22,2.3,3.4,3.1,2,3
BIE_KOE_20211204,BIE,KOE,Bundesliga 2021-22,3.4,3.5,2.1,1,1
TSG_SGE_20211204,TSG,SGE,Bundesliga 2021-22,1.9,3.8,3.75,3,2
B04_SGF_20211204,B04,SGF,Bundesliga 2021-22,1.22,6.5,12.0,7,1
M05_WOB_20211204,M05,WOB,Bundesliga 2021-22,2.5,3.3,2.87,3,0
BVB_BAY_20211204,BVB,BAY,Bundesliga 2021-22,4.0,4.33,1.75,2,3
VFB_BSC_20211205,VFB,BSC,Bundesliga 2021-22,2.2,3.4,3.3,2,2
BMG_SCF_20211205,BMG,SCF,Bundesliga 2021-22,1.83,3.75,4.2,0,6
KOE_AUG_20211210,KOE,AUG,Bundesliga 2021-22,1.65,4.0,5.0,0,2
BAY_M05_20211211,BAY,M05,Bundesliga 2021-22,1.2,7.5,12.0,2,1
BOC_BVB_20211211,BOC,BVB,Bundesliga 2021-22,6.0,4.5,1.5,1,1
SCF_TSG_20211211,SCF,TSG,Bundesliga 2021-22,2.3,3.5,3.0,1,2
BSC_BIE_20211211,BSC,BIE,Bundesliga 2021-22,2.0,3.3,4.0,2,0
RBL_BMG_20211211,RBL,BMG,Bundesliga 2021-22,1.75,4.2,4.2,4,1
WOB_VFB_20211211,WOB,VFB,Bundesliga 2021-22,1.8,3.75,4.33,0,2
SGF_UNI_20211212,SGF,UNI,Bundesliga 2021-22,4.75,4.0,1.7,1,0
SGE_B04_20211212,SGE,B04,Bundesliga 2021-22,3.2,3.8,2.1,5,2
VFB_BAY_20211214,VFB,BAY,Bundesliga 2021-22,9.0,6.0,1.28,0,5
BIE_BOC_20211214,BIE,BOC,Bundesliga 2021-22,2.3,3.4,3.1,2,0
M05_BSC_20211214,M05,BSC,Bundesliga 2021-22,1.9,3.5,4.2,4,0
WOB_KOE_20211214,WOB,KOE,Bundesliga 2021-22,2.1,3.5,3.4,2,3
BMG_SGE_20211215,BMG,SGE,Bundesliga 2021-22,1.95,3.8,3.6,2,3
AUG_RBL_20211215,AUG,RBL,Bundesliga 2021-22,6.5,4.75,1.45,1,1
BVB_SGF_20211215,BVB,SGF,Bundesliga 2021-22,1.1,10.0,21.0,3,0
B04_TSG_20211215,B04,TSG,Bundesliga 2021-22,1.8,4.0,4.0,2,2
UNI_SCF_20211215,UNI,SCF,Bundesliga 2021-22,2.4,3.4,2.9,0,0
BAY_WOB_20211217,BAY,WOB,Bundesliga 2021-22,1.18,8.0,13.0,4,0
BOC_UNI_20211218,BOC,UNI,Bundesliga 2021-22,2.9,3.4,2.37,0,1
SGE_M05_20211218,SGE,M05,Bundesliga 2021-22,2.25,3.5,3.0,1,0
SGF_AUG_20211218,SGF,AUG,Bundesliga 2021-22,2.9,3.4,2.37,0,0
TSG_BMG_20211218,TSG,BMG,Bundesliga 2021-22,1.95,3.8,3.5,1,1
RBL_BIE_20211218,RBL,BIE,Bundesliga 2021-22,1.2,7.0,13.0,0,2
BSC_BVB_20211218,BSC,BVB,Bundesliga 2021-22,5.25,4.33,1.57,3,2
SCF_B04_20211219,SCF,B04,Bundesliga 2021-22,2.75,3.5,2.45,2,1
KOE_VFB_20211219,KOE,VFB,Bundesliga 2021-22,1.9,3.9,3.6,1,0
BAY_BMG_20220107,BAY,BMG,Bundesliga 2021-22,1.33,5.75,8.0,1,2
SCF_BIE_20220108,SCF,BIE,Bundesliga 2021-22,1.6,4.0,5.75,2,2
SGF_VFB_20220108,SGF,VFB,Bundesliga 2021-22,3.75,3.6,1.95,0,0
TSG_AUG_20220108,TSG,AUG,Bundesliga 2021-22,1.53,4.33,5.75,3,1
B04_UNI_20220108,B04,UNI,Bundesliga 2021-22,1.8,3.8,4.2,2,2
RBL_M05_20220108,RBL,M05,Bundesliga 2021-22,1.8,3.75,4.33,4,1
SGE_BVB_20220108,SGE,BVB,Bundesliga 2021-22,3.5,3.9,1.95,2,3
BSC_KOE_20220109,BSC,KOE,Bundesliga 2021-22,2.75,3.5,2.5,1,3
BOC_WOB_20220109,BOC,WOB,Bundesliga 2021-22,3.5,3.4,2.1,1,0
BVB_SCF_20220114,BVB,SCF,Bundesliga 2021-22,1.44,5.0,5.75,5,1
KOE_BAY_20220115,KOE,BAY,Bundesliga 2021-22,8.0,5.75,1.33,0,4
M05_BOC_20220115,M05,BOC,Bundesliga 2021-22,1.65,3.75,5.5,1,0
VFB_RBL_20220115,VFB,RBL,Bundesliga 2021-22,6.0,4.0,1.57,0,2
UNI_TSG_20220115,UNI,TSG,Bundesliga 2021-22,2.87,3.5,2.4,2,1
WOB_BSC_20220115,WOB,BSC,Bundesliga 2021-22,1.95,3.6,3.8,0,0
BMG_B04_20220115,BMG,B04,Bundesliga 2021-22,2.55,3.8,2.45,1,2
AUG_SGE_20220116,AUG,SGE,Bundesliga 2021-22,3.3,3.5,2.15,1,1
BIE_SGF_20220116,BIE,SGF,Bundesliga 2021-22,1.95,3.6,4.0,2,2
SGE_BIE_20220121,SGE,BIE,Bundesliga 2021-22,1.75,3.75,4.75,0,2
SCF_VFB_20220122,SCF,VFB,Bundesliga 2021-22,1.9,3.6,4.0,2,0
SGF_M05_20220122,SGF,M05,Bundesliga 2021-22,5.0,3.6,1.75,2,1
TSG_BVB_20220122,TSG,BVB,Bundesliga 2021-22,3.0,4.0,2.1,2,3
B04_AUG_20220122,B04,AUG,Bundesliga 2021-22,1.44,4.5,7.0,5,1
BMG_UNI_20220122,BMG,UNI,Bundesliga 2021-22,2.15,3.6,3.2,1,2
BOC_KOE_20220122,BOC,KOE,Bundesliga 2021-22,3.2,3.4,2.25,2,2
RBL_WOB_20220123,RBL,WOB,Bundesliga 2021-22,1.53,4.33,6.0,2,0
BSC_BAY_20220123,BSC,BAY,Bundesliga 2021-22,11.0,6.5,1.2,1,4
BSC_BOC_20220204,BSC,BOC,Bundesliga 2021-22,2.15,3.6,3.25,1,1
AUG_UNI_20220205,AUG,UNI,Bundesliga 2021-22,2.75,3.3,2.6,2,0
BIE_BMG_20220205,BIE,BMG,Bundesliga 2021-22,3.4,3.6,2.1,1,1
KOE_SCF_20220205,KOE,SCF,Bundesliga 2021-22,2.3,3.5,3.0,1,0
M05_TSG_20220205,M05,TSG,Bundesliga 2021-22,2.6,3.4,2.7,2,0
VFB_SGE_20220205,VFB,SGE,Bundesliga 2021-22,2.7,3.4,2.62,2,3
BAY_RBL_20220205,BAY,RBL,Bundesliga 2021-22,1.4,5.5,6.0,3,2
BVB_B04_20220206,BVB,B04,Bundesliga 2021-22,1.95,4.2,3.3,2,5
WOB_SGF_20220206,WOB,SGF,Bundesliga 2021-22,1.57,3.8,6.0,4,1
RBL_KOE_20220211,RBL,KOE,Bundesliga 2021-22,1.44,4.75,7.0,3,1
BOC_BAY_20220212,BOC,BAY,Bundesliga 2021-22,10.0,7.5,1.22,4,2
SGE_WOB_20220212,SGE,WOB,Bundesliga 2021-22,2.2,3.6,3.2,0,2
SCF_M05_20220212,SCF,M05,Bundesliga 2021-22,2.15,3.3,3.5,1,1
SGF_BSC_20220212,SGF,BSC,Bundesliga 2021-22,3.0,3.25,2.45,2,1
BMG_AUG_20220212,BMG,AUG,Bundesliga 2021-22,1.65,4.33,4.75,3,2
B04_VFB_20220212,B04,VFB,Bundesliga 2021-22,1.4,4.75,7.0,4,2
UNI_BVB_20220213,UNI,BVB,Bundesliga 2021-22,4.0,3.75,1.83,0,3
TSG_BIE_20220213,TSG,BIE,Bundesliga 2021-22,1.5,4.33,5.75,2,0
M05_B04_20220218,M05,B04,Bundesliga 2021-22,3.1,3.75,2.15,3,2
AUG_SCF_20220219,AUG,SCF,Bundesliga 2021-22,3.1,3.4,2.3,1,2
BIE_UNI_20220219,BIE,UNI,Bundesliga 2021-22,3.0,3.25,2.45,1,0
VFB_BOC_20220219,VFB,BOC,Bundesliga 2021-22,2.2,3.4,3.3,1,1
WOB_TSG_20220219,WOB,TSG,Bundesliga 2021-22,2.7,3.5,2.55,1,2
KOE_SGE_20220219,KOE,SGE,Bundesliga 2021-22,2.25,3.5,3.1,1,0
BAY_SGF_20220220,BAY,SGF,Bundesliga 2021-22,1.07,13.0,26.0,4,1
BVB_BMG_20220220,BVB,BMG,Bundesliga 2021-22,1.6,4.2,5.25,6,0
BSC_RBL_20220220,BSC,RBL,Bundesliga 2021-22,6.5,4.2,1.53,1,6
TSG_VFB_20220225,TSG,VFB,Bundesliga 2021-22,1.5,4.5,5.75,2,1
SCF_BSC_20220226,SCF,BSC,Bundesliga 2021-22,1.55,4.33,5.5,3,0
SGF_KOE_20220226,SGF,KOE,Bundesliga 2021-22,3.6,3.6,2.0,1,1
B04_BIE_20220226,B04,BIE,Bundesliga 2021-22,1.36,5.25,8.0,3,0
BMG_WOB_20220226,BMG,WOB,Bundesliga 2021-22,2.0,3.4,3.75,2,2
UNI_M05_20220226,UNI,M05,Bundesliga 2021-22,2.6,3.3,2.75,3,1
SGE_BAY_20220226,SGE,BAY,Bundesliga 2021-22,6.0,5.0,1.44,0,1
BOC_RBL_20220227,BOC,RBL,Bundesliga 2021-22,5.0,4.0,1.65,0,1
AUG_BVB_20220227,AUG,BVB,Bundesliga 2021-22,5.0,4.33,1.61,1,1
BIE_AUG_20220304,BIE,AUG,Bundesliga 2021-22,2.5,3.25,2.9,0,1
BAY_B04_20220305,BAY,B04,Bundesliga 2021-22,1.4,5.75,6.0,1,1
BOC_SGF_20220305,BOC,SGF,Bundesliga 2021-22,1.72,3.75,4.75,2,1
BSC_SGE_20220305,BSC,SGE,Bundesliga 2021-22,3.3,3.4,2.15,1,4
RBL_SCF_20220305,RBL,SCF,Bundesliga 2021-22,1.61,4.2,5.25,1,1
WOB_UNI_20220305,WOB,UNI,Bundesliga 2021-22,2.2,3.2,3.5,1,0
VFB_BMG_20220305,VFB,BMG,Bundesliga 2021-22,3.1,3.6,2.15,3,2
KOE_TSG_20220306,KOE,TSG,Bundesliga 2021-22,2.62,3.6,2.55,0,1
SCF_WOB_20220312,SCF,WOB,Bundesliga 2021-22,2.1,3.5,3.4,3,2
TSG_BAY_20220312,TSG,BAY,Bundesliga 2021-22,4.75,4.75,1.55,1,1
UNI_VFB_20220312,UNI,VFB,Bundesliga 2021-22,2.1,3.5,3.5,1,1
BMG_BSC_20220312,BMG,BSC,Bundesliga 2021-22,1.57,4.33,5.25,2,0
B04_KOE_20220313,B04,KOE,Bundesliga 2021-22,1.61,4.2,5.25,0,1
BVB_BIE_20220313,BVB,BIE,Bundesliga 2021-22,1.28,6.0,10.0,1,0
SGE_BOC_20220313,SGE,BOC,Bundesliga 2021-22,1.9,3.5,4.2,2,1
SGF_RBL_20220313,SGF,RBL,Bundesliga 2021-22,8.5,5.0,1.36,1,6
M05_BVB_20220316,M05,BVB,Bundesliga 2021-22,4.0,3.8,1.85,0,1
BOC_BMG_20220318,BOC,BMG,Bundesliga 2021-22,2.8,3.6,2.37,0,2
SGF_SCF_20220319,SGF,SCF,Bundesliga 2021-22,4.75,4.0,1.7,0,0
BSC_TSG_20220319,BSC,TSG,Bundesliga 2021-22,4.2,4.2,1.72,3,0
M05_BIE_20220319,M05,BIE,Bundesliga 2021-22,1.6,3.75,6.0,4,0
VFB_AUG_20220319,VFB,AUG,Bundesliga 2021-22,2.0,3.6,3.6,3,2
BAY_UNI_20220319,BAY,UNI,Bundesliga 2021-22,1.16,8.0,13.0,4,0
RBL_SGE_20220320,RBL,SGE,Bundesliga 2021-22,1.44,4.5,7.5,0,0
WOB_B04_20220320,WOB,B04,Bundesliga 2021-22,3.0,3.4,2.3,0,2
KOE_BVB_20220320,KOE,BVB,Bundesliga 2021-22,3.5,3.75,2.0,1,1
UNI_KOE_20220401,UNI,KOE,Bundesliga 2021-22,2.25,3.3,3.3,1,0
BIE_VFB_20220402,BIE,VFB,Bundesliga 2021-22,3.0,3.4,2.35,1,1
SGE_SGF_20220402,SGE,SGF,Bundesliga 2021-22,1.44,4.75,6.5,0,0
SCF_BAY_20220402,SCF,BAY,Bundesliga 2021-22,5.5,4.75,1.5,1,4
TSG_BOC_20220402,TSG,BOC,Bundesliga 2021-22,1.5,4.33,6.5,1,2
B04_BSC_20220402,B04,BSC,Bundesliga 2021-22,1.4,5.25,6.0,2,1
BVB_RBL_20220402,BVB,RBL,Bundesliga 2021-22,2.5,3.6,2.62,1,4
AUG_WOB_20220403,AUG,WOB,Bundesliga 2021-22,2.8,3.4,2.5,3,0
BMG_M05_20220403,BMG,M05,Bundesliga 2021-22,2.25,3.4,3.2,1,1
AUG_M05_20220406,AUG,M05,Bundesliga 2021-22,3.3,3.3,2.25,2,1
VFB_BVB_20220408,VFB,BVB,Bundesliga 2021-22,3.9,4.1,1.8,0,2
BAY_AUG_20220409,BAY,AUG,Bundesliga 2021-22,1.11,10.0,19.0,1,0
KOE_M05_20220409,KOE,M05,Bundesliga 2021-22,2.45,3.4,2.9,3,2
SGF_BMG_20220409,SGF,BMG,Bundesliga 2021-22,4.75,4.0,1.7,0,2
WOB_BIE_20220409,WOB,BIE,Bundesliga 2021-22,1.66,3.8,5.25,4,0
BSC_UNI_20220409,BSC,UNI,Bundesliga 2021-22,2.87,3.2,2.6,1,4
BOC_B04_20220410,BOC,B04,Bundesliga 2021-22,4.0,4.2,1.8,0,0
SGE_SCF_20220410,SGE,SCF,Bundesliga 2021-22,2.4,3.4,2.9,1,2
RBL_TSG_20220410,RBL,TSG,Bundesliga 2021-22,1.5,4.75,6.0,3,0
AUG_BSC_20220416,AUG,BSC,Bundesliga 2021-22,1.9,3.5,4.2,0,1
BVB_WOB_20220416,BVB,WOB,Bundesliga 2021-22,1.53,4.33,5.75,6,1
SCF_BOC_20220416,SCF,BOC,Bundesliga 2021-22,1.65,4.0,5.25,3,0
M05_VFB_20220416,M05,VFB,Bundesliga 2021-22,2.05,3.5,3.6,0,0
BMG_KOE_20220416,BMG,KOE,Bundesliga 2021-22,2.05,3.6,3.5,1,3
BIE_BAY_20220417,BIE,BAY,Bundesliga 2021-22,13.0,7.5,1.18,0,3
TSG_SGF_20220417,TSG,SGF,Bundesliga 2021-22,1.28,6.5,9.0,0,0
UNI_SGE_20220417,UNI,SGE,Bundesliga 2021-22,2.15,3.4,3.4,2,0
B04_RBL_20220417,B04,RBL,Bundesliga 2021-22,3.0,3.6,2.3,0,1
WOB_M05_20220422,WOB,M05,Bundesliga 2021-22,2.3,3.4,3.1,5,0
SGE_TSG_20220423,SGE,TSG,Bundesliga 2021-22,2.55,3.6,2.62,2,2
KOE_BIE_20220423,KOE,BIE,Bundesliga 2021-22,1.53,4.2,6.5,3,1
SCF_BMG_20220423,SCF,BMG,Bundesliga 2021-22,1.83,4.0,4.0,3,3
SGF_B04_20220423,SGF,B04,Bundesliga 2021-22,8.5,5.25,1.33,1,4
RBL_UNI_20220423,RBL,UNI,Bundesliga 2021-22,1.55,4.0,6.5,1,2
BAY_BVB_20220423,BAY,BVB,Bundesliga 2021-22,1.36,5.75,7.0,3,1
BOC_AUG_20220424,BOC,AUG,Bundesliga 2021-22,2.25,3.2,3.5,0,2
BSC_VFB_20220424,BSC,VFB,Bundesliga 2021-22,3.1,3.3,2.3,2,0
UNI_SGF_20220429,UNI,SGF,Bundesliga 2021-22,1.28,5.25,13.0,1,1
AUG_KOE_20220430,AUG,KOE,Bundesliga 2021-22,2.8,3.25,2.6,1,4
BIE_BSC_20220430,BIE,BSC,Bundesliga 2021-22,2.62,3.2,2.8,1,1
BVB_BOC_20220430,BVB,BOC,Bundesliga 2021-22,1.36,5.25,7.5,3,4
M05_BAY_20220430,M05,BAY,Bundesliga 2021-22,5.75,4.5,1.53,3,1
VFB_WOB_20220430,VFB,WOB,Bundesliga 2021-22,2.05,3.5,3.6,1,1
TSG_SCF_20220430,TSG,SCF,Bundesliga 2021-22,2.5,3.5,2.75,3,4
B04_SGE_20220502,B04,SGE,Bundesliga 2021-22,1.4,5.0,7.0,2,0
BMG_RBL_20220502,BMG,RBL,Bundesliga 2021-22,4.33,4.0,1.75,3,1
BOC_BIE_20220506,BOC,BIE,Bundesliga 2021-22,2.15,3.6,3.2,2,1
KOE_WOB_20220507,KOE,WOB,Bundesliga 2021-22,1.6,4.5,5.0,0,1
SCF_UNI_20220507,SCF,UNI,Bundesliga 2021-22,1.9,3.6,4.0,1,4
SGF_BVB_20220507,SGF,BVB,Bundesliga 2021-22,9.0,6.0,1.3,1,3
TSG_B04_20220507,TSG,B04,Bundesliga 2021-22,3.2,4.0,2.05,2,4
BSC_M05_20220507,BSC,M05,Bundesliga 2021-22,2.55,3.4,2.7,1,2
SGE_BMG_20220508,SGE,BMG,Bundesliga 2021-22,2.3,3.8,2.8,1,1
BAY_VFB_20220508,BAY,VFB,Bundesliga 2021-22,1.25,7.0,9.5,2,2
RBL_AUG_20220508,RBL,AUG,Bundesliga 2021-22,1.25,6.0,12.0,4,0
AUG_SGF_20220514,AUG,SGF,Bundesliga 2021-22,1.55,4.75,5.0,2,1
BIE_RBL_20220514,BIE,RBL,Bundesliga 2021-22,10.0,6.0,1.25,1,1
BVB_BSC_20220514,BVB,BSC,Bundesliga 2021-22,1.5,5.0,5.25,2,1
B04_SCF_20220514,B04,SCF,Bundesliga 2021-22,2.4,3.8,2.62,2,1
M05_SGE_20220514,M05,SGE,Bundesliga 2021-22,1.7,4.33,4.33,2,2
BMG_TSG_20220514,BMG,TSG,Bundesliga 2021-22,2.0,4.33,3.1,5,1
VFB_KOE_20220514,VFB,KOE,Bundesliga 2021-22,2.2,4.0,2.87,2,1
UNI_BOC_20220514,UNI,BOC,Bundesliga 2021-22,1.4,5.0,7.0,3,2
WOB_BAY_20220514,WOB,BAY,Bundesliga 2021-22,5.0,4.75,1.55,2,2
ASM_NAN_20210806,ASM,NAN,Ligue 1 2021-22,1.44,4.33,7.0,1,1
OL_BRE_20210807,OL,BRE,Ligue 1 2021-22,1.33,5.0,8.5,1,1
TRY_PSG_20210807,TRY,PSG,Ligue 1 2021-22,11.0,6.0,1.25,1,2
REN_LEN_20210808,REN,LEN,Ligue 1 2021-22,2.0,3.4,3.75,1,1
BOR_CLR_20210808,BOR,CLR,Ligue 1 2021-22,2.0,3.4,3.75,0,2
NIC_REI_20210808,NIC,REI,Ligue 1 2021-22,1.85,3.5,4.2,0,0
STE_LOR_20210808,STE,LOR,Ligue 1 2021-22,2.25,3.25,3.2,1,1
STR_ANG_20210808,STR,ANG,Ligue 1 2021-22,2.0,3.2,4.0,0,2
MET_LIL_20210808,MET,LIL,Ligue 1 2021-22,5.25,3.4,1.72,3,3
MON_OM_20210808,MON,OM,Ligue 1 2021-22,3.2,3.4,2.2,2,3
LOR_ASM_20210813,LOR,ASM,Ligue 1 2021-22,4.0,3.75,1.85,1,0
LIL_NIC_20210814,LIL,NIC,Ligue 1 2021-22,1.8,3.5,4.75,0,4
PSG_STR_20210814,PSG,STR,Ligue 1 2021-22,1.2,7.0,13.0,4,2
ANG_OL_20210815,ANG,OL,Ligue 1 2021-22,4.5,3.8,1.75,3,0
BRE_REN_20210815,BRE,REN,Ligue 1 2021-22,3.1,3.4,2.3,1,1
CLR_TRY_20210815,CLR,TRY,Ligue 1 2021-22,2.0,3.4,3.8,2,0
NAN_MET_20210815,NAN,MET,Ligue 1 2021-22,2.3,3.2,3.25,2,0
REI_MON_20210815,REI,MON,Ligue 1 2021-22,2.6,3.3,2.75,3,3
LEN_STE_20210815,LEN,STE,Ligue 1 2021-22,2.0,3.5,3.75,2,2
OM_BOR_20210815,OM,BOR,Ligue 1 2021-22,1.53,4.2,6.0,2,2
BRE_PSG_20210820,BRE,PSG,Ligue 1 2021-22,9.5,5.75,1.25,2,4
ASM_LEN_20210821,ASM,LEN,Ligue 1 2021-22,1.7,3.75,4.75,0,2
STE_LIL_20210821,STE,LIL,Ligue 1 2021-22,3.1,3.2,2.4,1,1
OL_CLR_20210822,OL,CLR,Ligue 1 2021-22,1.55,4.5,5.25,3,3
BOR_ANG_20210822,BOR,ANG,Ligue 1 2021-22,2.87,3.2,2.62,1,1
MET_REI_20210822,MET,REI,Ligue 1 2021-22,2.25,3.2,3.4,1,1
MON_LOR_20210822,MON,LOR,Ligue 1 2021-22,2.1,3.4,3.5,3,1
STR_TRY_20210822,STR,TRY,Ligue 1 2021-22,2.0,3.4,3.75,1,1
REN_NAN_20210822,REN,NAN,Ligue 1 2021-22,1.85,3.6,4.2,1,0
NAN_OL_20210827,NAN,OL,Ligue 1 2021-22,4.5,4.0,1.66,0,1
NIC_BOR_20210828,NIC,BOR,Ligue 1 2021-22,1.6,4.2,5.25,4,0
OM_STE_20210828,OM,STE,Ligue 1 2021-22,1.7,3.8,4.75,3,1
TRY_ASM_20210829,TRY,ASM,Ligue 1 2021-22,4.33,3.6,1.83,1,2
ANG_REN_20210829,ANG,REN,Ligue 1 2021-22,2.9,3.25,2.5,2,0
CLR_MET_20210829,CLR,MET,Ligue 1 2021-22,1.72,3.75,4.75,2,2
LEN_LOR_20210829,LEN,LOR,Ligue 1 2021-22,1.75,3.6,5.0,2,2
STR_BRE_20210829,STR,BRE,Ligue 1 2021-22,2.0,3.3,4.0,3,1
LIL_MON_20210829,LIL,MON,Ligue 1 2021-22,1.66,4.0,5.0,2,1
REI_PSG_20210829,REI,PSG,Ligue 1 2021-22,17.0,8.0,1.14,0,2
LOR_LIL_20210910,LOR,LIL,Ligue 1 2021-22,3.4,3.4,2.15,2,1
PSG_CLR_20210911,PSG,CLR,Ligue 1 2021-22,1.25,6.5,10.0,4,0
ASM_OM_20210911,ASM,OM,Ligue 1 2021-22,2.0,3.6,3.6,0,2
MON_STE_20210912,MON,STE,Ligue 1 2021-22,2.55,3.5,2.7,2,0
BOR_LEN_20210912,BOR,LEN,Ligue 1 2021-22,3.3,3.5,2.15,2,3
BRE_ANG_20210912,BRE,ANG,Ligue 1 2021-22,2.6,3.4,2.7,1,1
MET_TRY_20210912,MET,TRY,Ligue 1 2021-22,2.25,3.3,3.25,0,2
REN_REI_20210912,REN,REI,Ligue 1 2021-22,1.65,3.75,5.75,0,2
NAN_NIC_20210912,NAN,NIC,Ligue 1 2021-22,3.3,3.4,2.2,0,2
OL_STR_20210912,OL,STR,Ligue 1 2021-22,1.53,4.5,5.75,3,1
STR_MET_20210917,STR,MET,Ligue 1 2021-22,1.85,3.6,4.2,3,0
LEN_LIL_20210918,LEN,LIL,Ligue 1 2021-22,2.55,3.2,2.87,1,0
STE_BOR_20210918,STE,BOR,Ligue 1 2021-22,1.95,3.25,4.2,1,2
