match_id,home_recent_games,home_recent_goals,home_recent_conceded,home_recent_wins,home_recent_draws,home_recent_losses,away_recent_games,away_recent_goals,away_recent_conceded,away_recent_wins,away_recent_draws,away_recent_losses
2020-11-15_England_Belgium,10,12,11,5,2,3,10,22,9,8,0,2
2020-11-15_Denmark_Iceland,10,9,5,4,5,1,10,3,22,1,0,9
2020-11-15_Spain_Germany,10,21,11,5,2,3,10,11,21,2,4,4
2020-11-15_Ukraine_Switzerland,10,6,15,3,0,7,10,16,17,2,3,5
2020-11-15_Portugal_France,10,18,6,7,2,1,10,11,11,5,2,3
2020-11-15_Croatia_Sweden,10,14,22,4,1,5,10,7,13,3,0,7
2020-11-18_Netherlands_Bosnia,10,16,8,6,1,3,5,4,10,0,1,4
2020-11-18_Poland_Italy,10,6,13,1,3,6,10,9,4,4,5,1
2020-11-18_Belgium_Denmark,10,20,11,7,0,3,10,10,6,4,5,1
2020-11-18_England_Iceland,10,13,11,5,2,3,10,4,22,1,0,9
2020-11-18_Germany_Ukraine,10,9,26,1,4,5,10,7,15,3,1,6
2020-11-18_Switzerland_Spain,10,15,16,2,3,5,10,25,8,6,2,2
2020-11-18_Sweden_France,10,9,13,4,0,6,10,8,9,5,2,3
2020-11-18_Croatia_Portugal,10,13,23,3,1,6,10,17,5,7,2,1
2021-03-24_Portugal_Azerbaijan,10,19,7,7,2,1,0,0,0,0,0,0
2021-03-24_Serbia_Republic of Ireland,6,4,7,2,0,4,2,0,1,0,1,1
2021-03-24_France_Ukraine,10,12,11,6,1,3,10,8,16,3,1,6
2021-03-24_Finland_Bosnia,0,0,0,0,0,0,6,5,13,0,1,5
2021-03-24_Belgium_Wales,10,20,10,7,0,3,8,12,8,5,0,3
2021-03-24_England_San Marino,10,17,11,6,1,3,0,0,0,0,0,0
2021-03-24_Spain_Greece,10,24,6,6,3,1,10,10,15,3,3,4
2021-03-24_Sweden_Georgia,10,10,17,3,0,7,0,0,0,0,0,0
2021-03-24_Italy_Northern Ireland,10,10,3,5,4,1,4,2,3,1,0,3
2021-03-24_Germany_Iceland,10,12,25,2,4,4,10,3,24,1,0,9
2021-03-24_Denmark_Israel,10,9,7,4,4,2,0,0,0,0,0,0
2021-03-24_Scotland_Austria,0,0,0,0,0,0,6,2,7,0,2,4
2021-03-24_Hungary_Poland,4,6,8,1,2,1,10,5,14,1,2,7
2021-03-24_Romania_North Macedonia,6,3,7,0,3,3,0,0,0,0,0,0
2021-03-24_Netherlands_Turkey,10,17,9,6,1,3,8,10,13,3,1,4
2021-03-24_Norway_Turkey,0,0,0,0,0,0,8,10,13,3,1,4
2021-03-25_Brazil_Argentina,10,20,3,7,2,1,10,13,15,4,2,4
2021-03-25_Uruguay_Paraguay,10,14,6,6,2,2,10,9,16,1,6,3
2021-03-25_Chile_Peru,10,15,8,5,2,3,10,10,13,3,2,5
2021-03-25_Colombia_Bolivia,10,10,3,5,4,1,7,6,19,1,1,5
2021-03-25_Ecuador_Venezuela,10,9,17,2,2,6,7,5,6,2,2,3
2021-03-26_Argentina_Chile,10,12,14,4,2,4,10,12,8,5,2,3
2021-03-26_Paraguay_Bolivia,10,7,15,1,5,4,8,6,22,1,1,6
2021-03-26_Uruguay_Brazil,10,15,5,7,2,1,10,18,3,6,3,1
2021-03-26_Peru_Colombia,10,10,14,3,2,5,10,13,3,6,3,1
2021-03-26_Venezuela_Ecuador,8,6,8,2,2,4,10,11,17,3,2,5
2021-03-28_Argentina_Uruguay,10,13,11,5,2,3,10,14,7,6,2,2
2021-03-28_Bolivia_Venezuela,9,8,24,1,2,6,9,8,9,3,2,4
2021-03-28_Chile_Paraguay,10,11,9,4,2,4,10,8,17,0,6,4
2021-03-28_Colombia_Ecuador,10,16,3,7,2,1,10,11,17,3,2,5
2021-03-28_Peru_Bolivia,10,10,16,3,2,5,9,8,24,1,2,6
2021-03-30_Argentina_Bolivia,10,14,10,5,2,3,10,11,28,2,1,7
2021-03-30_Brazil_Chile,10,18,3,6,3,1,10,11,8,4,2,4
2021-03-30_Colombia_Paraguay,10,21,2,8,2,0,10,7,18,0,5,5
2021-03-30_Ecuador_Chile,10,10,22,2,2,6,10,11,8,4,2,4
2021-03-30_Uruguay_Bolivia,10,13,10,5,2,3,10,11,28,2,1,7
2021-03-30_Peru_Venezuela,10,11,16,3,2,5,10,9,12,3,2,5
2021-06-06_Italy_Spain,10,12,2,6,4,0,10,23,4,6,4,0
2021-06-06_Belgium_France,10,21,11,7,0,3,10,11,11,5,2,3
2021-06-09_Spain_Italy,10,23,5,5,5,0,10,12,3,5,5,0
2021-06-09_France_Belgium,10,12,12,5,2,3,10,21,14,6,0,4
2021-06-10_Italy_Spain,10,12,3,5,5,0,10,23,5,5,5,0
2021-06-10_Spain_Italy,10,23,5,5,5,0,10,12,3,5,5,0
2021-06-11_Turkey_Italy,10,17,15,5,1,4,10,13,4,5,5,0
2021-06-12_Wales_Switzerland,9,13,11,5,0,4,10,16,16,2,4,4
2021-06-12_Denmark_Finland,10,11,7,5,3,2,1,2,2,0,1,0
2021-06-12_Belgium_Russia,10,21,12,6,0,4,10,14,15,2,4,4
2021-06-13_England_Croatia,10,19,9,6,1,3,10,13,22,3,1,6
2021-06-13_Austria_North Macedonia,7,4,9,0,3,4,1,2,3,0,0,1
2021-06-13_Netherlands_Ukraine,10,17,13,5,1,4,10,9,15,3,2,5
2021-06-13_Brazil_Venezuela,10,17,3,6,3,1,10,8,13,2,2,6
2021-06-13_Colombia_Ecuador,10,18,4,7,2,1,10,10,22,2,2,6
2021-06-14_Scotland_Czech Republic,1,2,2,0,1,0,10,8,14,3,1,6
2021-06-14_Poland_Slovakia,10,6,14,1,3,6,8,8,13,2,2,4
2021-06-14_Spain_Sweden,10,15,7,3,7,0,10,10,15,4,0,6
2021-06-14_Argentina_Chile,10,14,6,6,2,2,10,7,9,3,2,5
2021-06-14_Paraguay_Bolivia,10,8,17,1,4,5,10,10,28,1,1,8
2021-06-15_Hungary_Portugal,5,9,11,1,3,1,10,17,5,7,2,1
2021-06-15_France_Germany,10,15,12,6,2,2,10,15,25,3,3,4
2021-06-16_Finland_Russia,2,3,2,1,1,0,10,14,17,2,4,4
2021-06-16_Turkey_Wales,10,17,16,5,1,4,10,14,12,5,1,4
2021-06-16_Italy_Switzerland,10,15,4,5,5,0,10,15,17,1,5,4
2021-06-17_Ukraine_North Macedonia,10,11,17,3,2,5,2,3,6,0,0,2
2021-06-17_Denmark_Belgium,10,10,7,5,2,3,10,22,12,6,0,4
2021-06-17_Netherlands_Austria,10,18,13,6,0,4,8,7,10,1,3,4
2021-06-17_Chile_Bolivia,10,6,9,2,3,5,10,10,28,1,1,8
2021-06-17_Argentina_Uruguay,10,15,5,6,3,1,10,14,12,5,2,3
2021-06-18_Sweden_Slovakia,10,7,15,3,1,6,9,10,14,3,2,4
2021-06-18_Croatia_Czech Republic,10,13,17,3,1,6,10,9,10,4,1,5
2021-06-18_England_Scotland,10,17,7,6,1,3,2,2,4,0,1,1
2021-06-18_Peru_Colombia,10,11,14,4,2,4,10,18,4,7,2,1
2021-06-18_Brazil_Peru,10,19,1,7,3,0,10,11,14,4,2,4
2021-06-19_Hungary_France,6,9,14,1,3,2,10,16,10,7,2,1
2021-06-19_Portugal_Germany,10,20,5,8,1,1,10,15,23,3,3,4
2021-06-20_Spain_Poland,10,14,7,2,8,0,10,7,15,1,3,6
2021-06-20_Italy_Wales,10,18,4,6,4,0,10,14,11,5,1,4
2021-06-20_Switzerland_Turkey,10,15,19,1,5,4,10,15,17,4,1,5
2021-06-20_Venezuela_Ecuador,10,8,15,2,2,6,10,10,21,2,2,6
2021-06-21_Ukraine_Austria,10,11,17,3,2,5,9,7,12,1,3,5
2021-06-21_North Macedonia_Netherlands,3,4,8,0,0,3,10,17,12,6,0,4
2021-06-21_Finland_Belgium,3,3,3,1,1,1,10,22,13,6,0,4
2021-06-21_Russia_Denmark,10,14,16,3,3,4,10,11,9,5,1,4
2021-06-21_Uruguay_Chile,10,12,12,4,2,4,10,7,8,3,3,4
2021-06-21_Argentina_Paraguay,10,15,4,7,2,1,10,10,12,2,4,4
2021-06-22_Czech Republic_England,10,8,10,3,2,5,10,15,6,5,2,3
2021-06-22_Croatia_Scotland,10,14,18,3,1,6,3,2,4,0,2,1
2021-06-23_Slovakia_Spain,10,10,15,3,2,5,10,14,7,2,8,0
2021-06-23_Sweden_Poland,10,7,15,3,1,6,10,8,15,1,4,5
2021-06-23_Germany_Hungary,10,18,23,4,3,3,7,10,15,1,4,2
2021-06-23_Portugal_France,10,19,8,7,1,2,10,16,11,6,3,1
2021-06-23_Bolivia_Uruguay,10,10,26,1,1,8,10,13,11,4,3,3
2021-06-23_Chile_Paraguay,10,8,9,3,3,4,10,10,11,2,4,4
2021-06-23_Argentina_Bolivia,10,14,4,7,2,1,10,10,26,1,1,8
2021-06-23_Uruguay_Paraguay,10,13,11,4,3,3,10,10,11,2,4,4
2021-06-24_Colombia_Brazil,10,19,3,8,1,1,10,20,1,7,3,0
2021-06-24_Ecuador_Peru,10,10,20,2,3,5,10,8,19,3,1,6
2021-06-26_Wales_Denmark,10,13,10,5,1,4,10,13,9,5,1,4
2021-06-26_Italy_Austria,10,17,4,6,4,0,10,8,12,2,3,5
2021-06-27_Netherlands_Czech Republic,10,20,11,7,0,3,10,7,11,2,2,6
2021-06-27_Belgium_Portugal,10,19,12,6,0,4,10,20,10,6,2,2
2021-06-27_Brazil_Ecuador,10,22,2,8,2,0,10,10,21,1,4,5
2021-06-27_Venezuela_Peru,10,9,15,2,3,5,10,10,16,3,2,5
2021-06-28_Croatia_Spain,10,14,17,3,1,6,10,18,7,2,8,0
2021-06-28_France_Switzerland,10,18,11,6,4,0,10,17,18,2,5,3
2021-06-28_Colombia_Peru,10,18,5,7,1,2,10,11,16,4,1,5
2021-06-28_Brazil_Peru,10,18,3,7,3,0,10,11,16,4,1,5
2021-06-28_Ecuador_Brazil,10,11,18,1,5,4,10,18,3,7,3,0
2021-06-29_England_Germany,10,15,3,6,2,2,10,18,23,4,3,3
2021-06-29_Sweden_Ukraine,10,10,15,4,1,5,10,10,18,2,2,6
2021-07-02_Switzerland_Spain,10,15,19,1,6,3,10,15,10,1,9,0
2021-07-02_Belgium_Italy,10,19,10,7,0,3,10,17,5,6,4,0
2021-07-02_Peru_Paraguay,10,9,16,4,1,5,10,9,9,3,2,5
2021-07-03_Czech Republic_Denmark,10,9,10,3,2,5,10,17,7,6,1,3
2021-07-03_Ukraine_England,10,12,15,3,2,5,10,17,2,7,2,1
2021-07-03_Brazil_Chile,10,19,4,7,3,0,10,8,8,3,3,4
2021-07-03_Uruguay_Colombia,10,10,9,5,2,3,10,18,7,6,1,3
2021-07-03_Argentina_Ecuador,10,16,5,7,2,1,10,11,17,1,6,3
2021-07-06_Italy_Spain,10,17,6,6,4,0,10,15,10,1,9,0
2021-07-06_Argentina_Colombia,10,19,3,8,2,0,10,17,7,5,2,3
2021-07-07_England_Denmark,10,21,2,8,1,1,10,19,8,7,0,3
2021-07-07_Brazil_Peru,10,17,3,7,3,0,10,12,17,4,2,4
2021-07-09_Colombia_Peru,10,18,8,5,2,3,10,12,15,4,2,4
2021-07-10_Argentina_Brazil,10,18,3,7,3,0,10,18,3,8,2,0
2021-07-11_Italy_England,10,16,7,5,5,0,10,21,2,8,1,1
2021-09-02_Portugal_Republic of Ireland,10,16,10,5,2,3,3,2,4,0,1,2
2021-09-02_France_Bosnia,10,21,14,6,4,0,7,7,15,0,2,5
2021-09-02_Belgium_Czech Republic,10,18,12,6,0,4,10,10,11,3,2,5
2021-09-02_Spain_Georgia,10,15,10,1,9,0,1,0,1,0,0,1
2021-09-02_Italy_Bulgaria,10,16,7,5,5,0,0,0,0,0,0,0
2021-09-02_Germany_Armenia,10,17,24,4,2,4,0,0,0,0,0,0
2021-09-02_Denmark_Scotland,10,17,10,6,0,4,4,3,7,0,2,2
2021-09-02_Netherlands_Norway,10,19,13,6,0,4,1,0,3,0,0,1
2021-09-02_England_Hungary,10,22,2,8,2,0,8,12,17,1,5,2
2021-09-02_Poland_Albania,10,9,17,1,3,6,3,1,3,1,0,2
2021-09-05_Argentina_Brazil,10,19,3,8,2,0,10,16,4,7,2,1
2021-09-05_Chile_Bolivia,10,7,7,3,3,4,10,9,26,1,1,8
2021-09-05_Colombia_Chile,10,18,10,5,2,3,10,7,7,3,3,4
2021-09-05_Ecuador_Paraguay,10,10,19,1,5,4,10,12,11,3,3,4
2021-09-05_Peru_Uruguay,10,11,18,3,2,5,10,9,9,4,3,3
2021-09-05_Venezuela_Argentina,10,9,16,2,2,6,10,19,3,8,2,0
2021-09-09_Portugal_Qatar,10,16,11,5,2,3,10,21,6,7,1,2
2021-10-07_Argentina_Paraguay,10,19,5,7,3,0,10,12,11,3,3,4
2021-10-07_Brazil_Venezuela,10,16,5,6,3,1,10,10,19,2,1,7
2021-10-07_Chile_Peru,10,7,9,3,3,4,10,11,19,2,3,5
2021-10-07_Colombia_Brazil,10,18,11,5,2,3,10,16,5,6,3,1
2021-10-07_Ecuador_Bolivia,10,8,18,0,6,4,10,9,24,1,1,8
2021-10-07_Uruguay_Colombia,10,10,10,4,3,3,10,18,11,5,2,3
2021-10-10_Argentina_Uruguay,10,19,5,7,3,0,10,12,10,4,3,3
2021-10-10_Bolivia_Peru,10,7,25,1,0,9,10,11,19,2,3,5
2021-10-10_Brazil_Colombia,10,12,6,5,4,1,10,12,11,4,3,3
2021-10-10_Chile_Paraguay,10,7,9,3,3,4,10,12,13,3,3,4
2021-10-10_Ecuador_Venezuela,10,10,16,1,6,3,10,8,21,1,1,8
2021-11-11_Argentina_Uruguay,10,21,4,8,2,0,10,12,11,4,3,3
2021-11-11_Brazil_Colombia,10,12,6,5,4,1,10,12,13,3,3,4
2021-11-12_Portugal_Serbia,10,19,12,6,1,3,7,7,9,3,0,4
2021-11-12_Italy_Switzerland,10,16,7,5,5,0,10,15,17,1,7,2
2021-11-12_England_Albania,10,24,2,8,2,0,4,2,7,1,0,3
2021-11-12_Spain_Sweden,10,18,9,2,8,0,10,11,16,4,1,5
2021-11-12_Germany_Liechtenstein,10,23,18,5,2,3,0,0,0,0,0,0
2021-11-12_France_Kazakhstan,10,20,14,5,5,0,0,0,0,0,0,0
2021-11-13_Argentina_Brazil,10,23,4,8,2,0,10,12,5,6,3,1
2021-11-13_Chile_Ecuador,10,9,8,4,3,3,10,11,10,2,6,2
2021-11-13_Colombia_Paraguay,10,10,14,2,3,5,10,10,13,3,2,5
2021-11-13_Peru_Bolivia,10,11,16,2,3,5,10,5,24,1,0,9
2021-11-13_Uruguay_Argentina,10,12,11,4,3,3,10,23,4,8,2,0
2021-11-14_Portugal_North Macedonia,10,17,14,5,1,4,4,4,11,0,0,4
2021-11-14_Poland_Sweden,10,13,17,2,3,5,10,11,15,4,1,5
2021-11-14_Italy_North Macedonia,10,16,7,5,5,0,4,4,11,0,0,4
2021-11-14_Wales_Austria,10,10,14,4,1,5,10,9,13,2,3,5
2021-11-16_Argentina_Brazil,10,19,3,7,3,0,10,10,5,5,4,1
2021-11-16_Chile_Ecuador,10,9,10,4,2,4,10,13,10,3,5,2
2021-11-16_Colombia_Paraguay,10,9,12,2,4,4,10,10,11,3,3,4
2021-11-16_Peru_Bolivia,10,12,14,3,2,5,10,5,24,1,0,9
2021-11-16_Uruguay_Argentina,10,8,10,3,3,4,10,19,3,7,3,0
2022-01-09_Cameroon_Burkina Faso,10,13,6,5,4,1,6,8,3,3,3,0
2022-01-09_Ethiopia_Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10_Senegal_Zimbabwe,10,12,5,7,1,2,6,5,14,0,2,4
2022-01-10_Malawi_Guinea,0,0,0,0,0,0,4,4,6,1,1,2
2022-01-10_Morocco_Ghana,10,10,7,5,2,3,10,9,10,4,2,4
2022-01-10_Gabon_Comoros,3,2,2,0,3,0,0,0,0,0,0,0
2022-01-11_Nigeria_Egypt,10,12,11,6,0,4,10,10,10,4,1,5
2022-01-11_Sudan_Guinea-Bissau,0,0,0,0,0,0,6,2,9,0,2,4
2022-01-12_Tunisia_Mali,10,9,14,1,5,4,7,7,5,2,3,2
2022-01-12_Mauritania_Gambia,3,1,4,0,2,1,0,0,0,0,0,0
2022-01-12_Algeria_Sierra Leone,10,16,9,5,3,2,0,0,0,0,0,0
2022-01-12_Ivory Coast_Equatorial Guinea,10,11,10,3,3,4,0,0,0,0,0,0
2022-01-13_Cameroon_Ethiopia,10,14,6,6,3,1,1,0,1,0,0,1
2022-01-13_Cape Verde_Burkina Faso,1,1,0,1,0,0,7,9,5,3,3,1
2022-01-14_Senegal_Guinea,10,11,4,7,1,2,5,4,7,1,1,3
2022-01-14_Malawi_Zimbabwe,1,1,0,1,0,0,7,5,15,0,2,5
2022-01-14_Morocco_Comoros,10,8,6,5,2,3,1,0,1,0,0,1
2022-01-14_Gabon_Ghana,4,3,2,1,3,0,10,8,11,3,2,5
2022-01-15_Nigeria_Sudan,10,13,9,7,0,3,1,0,0,0,1,0
2022-01-15_Guinea-Bissau_Egypt,7,2,9,0,3,4,10,9,11,3,1,6
2022-01-16_Tunisia_Mauritania,10,8,13,1,5,4,4,1,5,0,2,2
2022-01-16_Mali_Gambia,8,8,5,3,3,2,1,1,0,1,0,0
2022-01-16_Algeria_Equatorial Guinea,10,14,7,5,3,2,1,0,1,0,0,1
2022-01-16_Ivory Coast_Sierra Leone,10,11,8,4,3,3,1,0,0,0,1,0
2022-01-17_Burkina Faso_Ethiopia,8,10,5,4,3,1,2,1,5,0,0,2
2022-01-17_Cape Verde_Cameroon,2,1,1,1,0,1,10,16,6,6,3,1
2022-01-18_Zimbabwe_Guinea,8,6,17,0,2,6,6,4,7,1,2,3
2022-01-18_Malawi_Senegal,2,3,1,2,0,0,10,9,2,7,1,2
2022-01-18_Ghana_Comoros,10,8,12,2,3,5,2,0,3,0,0,2
2022-01-18_Gabon_Morocco,5,4,3,1,4,0,10,9,6,5,2,3
2022-01-19_Egypt_Sudan,10,9,10,4,0,6,2,1,3,0,1,1
2022-01-19_Guinea-Bissau_Nigeria,8,2,10,0,3,5,10,14,10,7,0,3
2022-01-20_Mali_Tunisia,9,9,6,3,4,2,10,10,8,2,5,3
2022-01-20_Gambia_Mauritania,2,2,1,1,1,0,5,1,9,0,2,3
2022-01-20_Equatorial Guinea_Ivory Coast,2,1,1,1,0,1,10,12,8,4,4,2
2022-01-20_Sierra Leone_Algeria,2,2,2,0,2,0,10,13,6,5,3,2
2022-01-23_Burkina Faso_Cameroon,9,11,6,4,4,1,10,17,7,6,3,1
2022-01-23_Cape Verde_Ethiopia,3,2,2,1,1,1,3,2,6,0,1,2
2022-01-24_Senegal_Malawi,10,9,1,7,2,1,3,3,1,2,1,0
2022-01-24_Guinea_Zimbabwe,7,5,9,1,2,4,9,8,18,1,2,6
2022-01-24_Morocco_Ghana,10,11,7,5,3,2,10,11,13,3,3,4
2022-01-24_Gabon_Comoros,6,6,5,1,5,0,3,2,6,0,0,3
2022-01-25_Egypt_Nigeria,10,9,8,5,0,5,10,15,8,8,0,2
2022-01-25_Sudan_Guinea-Bissau,3,1,4,0,1,2,9,2,12,0,3,6
2022-01-26_Mali_Mauritania,10,10,7,3,5,2,6,1,10,0,2,4
2022-01-26_Tunisia_Gambia,10,9,8,1,6,3,3,3,1,2,1,0
2022-01-26_Ivory Coast_Algeria,10,13,8,5,3,2,10,11,4,5,3,2
2022-01-26_Equatorial Guinea_Sierra Leone,3,1,2,1,0,2,3,2,2,0,3,0
2022-03-24_Portugal_Turkey,10,20,14,6,1,3,10,13,18,3,1,6
2022-03-24_Italy_North Macedonia,10,15,7,5,4,1,6,6,14,1,0,5
2022-03-24_Wales_Austria,10,11,15,4,1,5,10,9,14,2,2,6
2022-03-24_Sweden_Czech Republic,10,12,14,5,1,4,10,8,12,3,1,6
2022-03-25_England_Switzerland,10,25,2,8,2,0,10,15,16,1,8,1
2022-03-25_Netherlands_Denmark,10,20,13,6,1,3,10,18,10,6,0,4
2022-03-25_Germany_Israel,10,30,17,5,2,3,1,0,2,0,0,1
2022-03-25_Spain_Albania,10,18,8,3,7,0,5,2,12,1,0,4
2022-03-25_Italy_Turkey,10,12,8,4,4,2,10,13,20,3,0,7
2022-03-25_Portugal_North Macedonia,10,20,13,6,1,3,7,7,14,2,0,5
2022-03-25_France_South Africa,10,27,14,5,5,0,8,6,9,3,1,4
2022-03-25_Belgium_Republic of Ireland,10,21,10,7,0,3,4,3,6,0,1,3
2022-03-25_Argentina_Panama,10,17,2,8,2,0,3,2,11,0,0,3
2022-03-25_Brazil_Chile,10,9,5,5,3,2,10,8,11,4,1,5
2022-03-26_Japan_Brazil,10,15,13,6,2,2,10,12,5,5,3,2
2022-03-26_South Korea_Paraguay,10,7,2,6,3,1,10,8,11,2,4,4
2022-03-26_Mexico_Sweden,10,11,14,3,3,4,10,13,11,6,1,3
2022-03-26_USA_Morocco,10,12,14,2,4,4,10,13,6,6,3,1
2022-03-29_Poland_Sweden,10,12,18,1,3,6,10,11,11,5,1,4
2022-03-29_Wales_Ukraine,10,10,15,4,1,5,10,10,18,2,2,6
2022-03-29_Scotland_Ukraine,5,3,9,0,2,3,10,10,18,2,2,6
2022-03-29_Netherlands_Germany,10,24,14,7,1,2,10,29,14,6,1,3
2022-03-29_England_Cote d'Ivoire,10,22,3,8,2,0,0,0,0,0,0,0
2022-03-29_Spain_Iceland,10,19,8,4,6,0,10,3,25,1,0,9
2022-03-29_Italy_Argentina,10,11,8,4,4,2,10,21,2,8,2,0
2022-03-29_Portugal_North Macedonia,10,19,14,5,1,4,8,8,14,3,0,5
2022-03-29_France_South Africa,10,28,12,5,5,0,9,6,14,3,1,5
2022-03-29_Belgium_Burkina Faso,10,21,12,6,1,3,10,12,7,4,5,1
2022-03-29_Brazil_Chile,10,12,5,5,3,2,10,7,15,3,1,6
2022-06-01_Poland_Wales,10,14,18,2,2,6,10,11,13,5,1,4
2022-06-01_Hungary_England,9,12,21,1,5,3,10,24,3,8,2,0
2022-06-01_Italy_Germany,10,10,11,3,4,3,10,30,9,6,2,2
2022-06-01_Turkey_Faroe Islands,10,11,19,3,0,7,0,0,0,0,0,0
2022-06-01_Argentina_Italy,10,23,1,9,1,0,10,10,11,3,4,3
2022-06-02_Spain_Portugal,10,23,7,5,5,0,10,16,15,4,1,5
2022-06-02_Czech Republic_Switzerland,10,8,11,3,1,6,10,15,17,1,7,2
2022-06-02_Serbia_Norway,8,9,10,4,0,4,2,1,4,0,1,1
2022-06-02_Slovenia_Sweden,3,3,3,1,1,1,10,9,9,5,1,4
2022-06-02_Northern Ireland_Greece,5,2,5,1,0,4,10,9,15,2,4,4
2022-06-02_Kosovo_Greece,0,0,0,0,0,0,10,9,15,2,4,4
2022-06-02_England_Belgium,10,24,4,8,1,1,10,21,11,6,1,3
2022-06-03_France_Denmark,10,32,11,6,4,0,10,18,13,5,0,5
2022-06-03_Belgium_Netherlands,10,19,8,6,2,2,10,22,14,6,2,2
2022-06-03_Croatia_Austria,10,16,18,3,2,5,10,10,15,2,2,6
2022-06-03_Belarus_Slovakia,0,0,0,0,0,0,10,9,19,3,1,6
2022-06-03_Lithuania_Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-04_Kazakhstan_Moldova,1,0,8,0,0,1,0,0,0,0,0,0
2022-06-04_Azerbaijan_Luxembourg,1,0,1,0,0,1,1,2,0,1,0,0
2022-06-04_Liechtenstein_Moldova,1,0,9,0,0,1,0,0,0,0,0,0
2022-06-04_Spain_Portugal,10,24,8,5,5,0,10,15,12,4,2,4
2022-06-05_Finland_Bosnia and Herzegovina,4,3,5,1,1,2,3,4,4,1,0,2
2022-06-05_Denmark_Croatia,10,20,12,6,0,4,10,15,17,3,2,5
2022-06-05_Austria_France,10,13,13,3,2,5,10,30,11,5,4,1
2022-06-05_Belgium_Poland,10,18,9,6,2,2,10,16,17,3,2,5
2022-06-05_England_Italy,10,23,4,7,2,1,10,7,13,1,5,4
2022-06-05_Germany_Hungary,10,28,9,5,3,2,10,13,21,2,5,3
2022-06-05_Switzerland_Spain,10,13,16,1,6,3,10,24,8,5,5,0
2022-06-05_Portugal_Czech Republic,10,14,11,4,2,4,10,9,10,4,1,5
2022-06-05_Argentina_Estonia,10,23,0,9,1,0,0,0,0,0,0,0
2022-06-05_France_Denmark,10,30,11,5,4,1,10,20,12,6,0,4
2022-06-05_Germany_England,10,28,9,5,3,2,10,23,4,7,2,1
2022-06-05_Netherlands_Wales,10,23,14,6,2,2,10,11,15,4,1,5
2022-06-06_Sweden_Serbia,10,10,9,5,1,4,9,9,11,4,0,5
2022-06-06_Norway_Slovenia,3,2,4,1,1,1,4,3,5,1,1,2
2022-06-06_Scotland_Armenia,6,4,12,0,2,4,1,0,6,0,0,1
2022-06-06_Ireland_Ukraine,7,4,15,1,1,5,10,12,17,3,2,5
2022-06-06_Argentina_Panama,10,25,0,9,1,0,4,2,16,0,0,4
2022-06-07_Latvia_Andorra,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-07_Liechtenstein_Andorra,2,0,11,0,0,2,0,0,0,0,0,0
2022-06-08_Faroe Islands_Turkey,1,0,4,0,0,1,10,15,18,4,0,6
2022-06-08_Lithuania_Turkey,1,0,2,0,0,1,10,15,18,4,0,6
2022-06-08_Brazil_Japan,10,16,4,6,3,1,10,12,12,5,2,3
2022-06-09_Portugal_Czech Republic,10,16,10,5,2,3,10,9,11,4,1,5
2022-06-09_Spain_Switzerland,10,20,8,5,5,0,10,12,16,1,5,4
2022-06-09_Northern Ireland_Cyprus,6,2,6,1,0,5,0,0,0,0,0,0
2022-06-09_Kosovo_Northern Ireland,1,0,1,0,0,1,6,2,6,1,0,5
2022-06-09_Argentina_Estonia,10,27,0,9,1,0,1,0,5,0,0,1
2022-06-10_England_Italy,10,18,5,5,4,1,10,6,12,1,5,4
2022-06-10_Hungary_Germany,10,12,22,1,6,3,10,27,10,4,5,1
2022-06-10_Netherlands_Poland,10,23,15,6,2,2,10,17,21,3,2,5
2022-06-10_Wales_Belgium,10,12,16,4,1,5,10,21,10,6,2,2
2022-06-10_Austria_Denmark,10,14,14,3,2,5,10,20,13,6,0,4
2022-06-10_Croatia_France,10,14,17,3,2,5,10,28,12,3,5,2
2022-06-10_Sweden_Serbia,10,10,10,5,0,5,10,10,11,5,0,5
2022-06-10_Norway_Slovenia,4,2,4,1,2,1,5,3,5,1,2,2
2022-06-10_Scotland_Armenia,7,6,12,1,2,4,2,0,8,0,0,2
2022-06-10_Ireland_Ukraine,8,4,16,1,1,6,10,12,16,4,1,5
2022-06-11_Greece_Kosovo,10,10,12,4,3,3,2,3,3,1,0,1
2022-06-11_Cyprus_Northern Ireland,1,2,2,0,1,0,8,6,11,1,1,6
2022-06-11_Latvia_Liechtenstein,1,3,0,1,0,0,3,0,12,0,0,3
2022-06-11_Andorra_Latvia,2,1,3,1,0,1,1,3,0,1,0,0
2022-06-11_Argentina_Italy,10,29,0,9,1,0,10,5,11,1,5,4
2022-06-11_Brazil_Argentina,10,16,3,7,2,1,10,29,0,9,1,0
2022-06-12_Turkey_Lithuania,10,23,15,5,0,5,2,0,8,0,0,2
2022-06-12_Luxembourg_Faroe Islands,2,4,0,2,0,0,2,0,8,0,0,2
2022-06-12_Belarus_Azerbaijan,1,0,1,0,0,1,2,0,3,0,0,2
2022-06-12_Slovakia_Kazakhstan,10,10,17,4,1,5,2,1,8,1,0,1
2022-06-12_Moldova_Latvia,2,2,1,1,0,1,3,5,1,2,1,0
2022-06-13_Argentina_Panama,10,32,0,10,0,0,5,2,21,0,0,5
2022-06-14_Hungary_England,10,12,22,1,6,3,10,16,4,4,5,1
