match_id,home_recent_games,home_recent_goals,home_recent_conceded,home_recent_wins,home_recent_draws,home_recent_losses,away_recent_games,away_recent_goals,away_recent_conceded,away_recent_wins,away_recent_draws,away_recent_losses
2016-06-16_Germany_Poland,10,25,8,8,1,1,10,6,11,2,3,5
2016-06-16_Italy_Sweden,10,12,12,4,3,3,10,12,14,3,2,5
2016-06-16_Czech Republic_Croatia,10,8,17,3,0,7,10,15,11,5,2,3
2016-06-16_Spain_Turkey,10,17,8,6,2,2,6,8,10,2,1,3
2016-06-17_Belgium_Ireland,6,6,5,4,0,2,4,2,10,0,1,3
2016-06-17_Iceland_Hungary,1,1,1,0,1,0,1,2,0,1,0,0
2016-06-17_Portugal_Austria,10,11,13,4,3,3,4,1,5,0,1,3
2016-06-18_Switzerland_France,10,10,11,4,2,4,10,16,8,6,1,3
2016-06-18_Romania_Albania,5,3,6,0,3,2,2,0,3,0,0,2
2016-06-19_Slovakia_England,6,8,10,2,1,3,10,11,13,3,4,3
2016-06-20_Russia_Wales,10,12,13,2,4,4,2,3,3,1,0,1
2016-06-20_Northern Ireland_Germany,2,2,1,1,0,1,10,21,6,7,2,1
2016-06-21_Ukraine_Poland,10,7,15,3,1,6,10,6,9,2,4,4
2016-06-21_Croatia_Spain,10,15,12,4,3,3,10,19,7,7,1,2
2016-06-21_Czech Republic_Turkey,10,10,17,3,1,6,7,8,13,2,1,4
2016-06-22_Hungary_Portugal,2,3,1,1,1,0,10,11,12,4,4,2
2016-06-22_Iceland_Austria,2,2,2,0,2,0,5,1,5,0,2,3
2016-06-22_Italy_Ireland,10,11,9,5,3,2,5,2,13,0,1,4
2016-06-22_Sweden_Belgium,10,11,15,2,2,6,7,9,5,5,0,2
2016-06-25_Switzerland_Poland,10,10,9,4,3,3,10,7,8,3,4,3
2016-06-25_Wales_Northern Ireland,3,6,3,2,0,1,3,2,2,1,0,2
2016-06-25_Croatia_Portugal,10,16,13,4,3,3,10,14,14,4,5,1
2016-06-25_France_Ireland,10,14,8,5,2,3,6,3,13,1,1,4
2016-06-26_Germany_Slovakia,10,21,4,8,2,0,7,8,10,2,2,3
2016-06-26_Hungary_Belgium,3,6,4,1,2,0,8,10,5,6,0,2
2016-06-26_Italy_Spain,10,10,9,5,2,3,10,16,9,6,1,3
2016-06-27_England_Iceland,10,10,9,3,5,2,3,4,3,1,2,0
2016-07-01_Poland_Portugal,10,6,8,2,5,3,10,11,12,3,6,1
2016-07-01_Wales_Belgium,4,7,3,3,0,1,9,14,5,7,0,2
2016-07-02_Germany_Italy,10,20,4,8,2,0,10,11,8,6,1,3
2016-07-03_France_Iceland,10,16,7,6,2,2,4,6,4,2,2,0
2016-07-06_Portugal_Wales,10,10,12,2,7,1,5,10,4,4,0,1
2016-07-07_Germany_France,10,19,3,8,2,0,10,21,7,7,2,1
2016-07-10_Portugal_France,10,11,12,2,7,1,10,20,7,7,2,1
AFCON2017_2017-01-14_Gabon_Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0
AFCON2017_2017-01-14_Burkina_Faso_Cameroon,0,0,0,0,0,0,6,3,14,0,0,6
AFCON2017_2017-01-15_Algeria_Zimbabwe,7,7,9,1,2,4,0,0,0,0,0,0
AFCON2017_2017-01-15_Tunisia_Senegal,3,3,6,0,1,2,0,0,0,0,0,0
AFCON2017_2017-01-16_Ivory_Coast_Togo,9,13,14,3,1,5,3,1,6,0,0,3
AFCON2017_2017-01-16_DR_Congo_Morocco,0,0,0,0,0,0,0,0,0,0,0,0
AFCON2017_2017-01-17_Ghana_Uganda,10,11,14,3,3,4,0,0,0,0,0,0
AFCON2017_2017-01-17_Mali_Egypt,0,0,0,0,0,0,0,0,0,0,0,0
AFCON2017_2017-01-18_Gabon_Burkina_Faso,1,1,1,0,1,0,1,1,1,0,1,0
AFCON2017_2017-01-18_Cameroon_Guinea-Bissau,7,4,15,0,1,6,1,1,1,0,1,0
AFCON2017_2017-01-19_Algeria_Tunisia,8,9,11,1,3,4,4,3,8,0,1,3
AFCON2017_2017-01-19_Senegal_Zimbabwe,1,2,0,1,0,0,1,2,2,0,1,0
AFCON2017_2017-01-20_Ivory_Coast_DR_Congo,10,13,14,3,2,5,1,1,0,1,0,0
AFCON2017_2017-01-20_Morocco_Togo,1,0,1,0,0,1,4,1,6,0,1,3
AFCON2017_2017-01-21_Ghana_Mali,10,10,13,3,3,4,1,0,0,0,1,0
AFCON2017_2017-01-21_Egypt_Uganda,1,0,0,0,1,0,1,0,1,0,0,1
AFCON2017_2017-01-22_Cameroon_Gabon,8,6,16,1,1,6,2,2,2,0,2,0
AFCON2017_2017-01-22_Guinea-Bissau_Burkina_Faso,2,2,3,0,1,1,2,2,2,0,2,0
AFCON2017_2017-01-23_Senegal_Algeria,2,4,0,2,0,0,9,10,13,1,3,5
AFCON2017_2017-01-23_Zimbabwe_Tunisia,2,2,4,0,1,1,5,5,9,1,1,3
AFCON2017_2017-01-24_Morocco_Ivory_Coast,2,3,2,1,0,1,10,14,14,3,3,4
AFCON2017_2017-01-24_Togo_DR_Congo,5,2,9,0,1,4,2,3,2,1,1,0
AFCON2017_2017-01-25_Egypt_Ghana,2,1,0,1,1,0,10,11,10,4,3,3
AFCON2017_2017-01-25_Uganda_Mali,2,0,2,0,0,2,2,0,1,0,1,1
AFCON2017_2017-01-28_Burkina_Faso_Tunisia,3,4,2,1,2,0,6,9,11,2,1,3
AFCON2017_2017-01-28_Senegal_Cameroon,3,6,2,2,1,0,9,6,16,1,2,6
AFCON2017_2017-01-29_DR_Congo_Ghana,3,6,3,2,1,0,10,10,11,3,3,4
AFCON2017_2017-01-29_Egypt_Morocco,3,2,0,2,1,0,3,4,2,2,0,1
AFCON2017_2017-02-01_Burkina_Faso_Egypt,4,6,2,2,2,0,4,3,0,3,1,0
AFCON2017_2017-02-02_Cameroon_Ghana,10,6,16,1,3,6,10,11,11,4,2,4
AFCON2017_2017-02-04_Burkina_Faso_Ghana,5,7,3,2,3,0,10,11,12,4,2,4
AFCON2017_2017-02-05_Egypt_Cameroon,5,4,1,3,2,0,10,8,15,2,3,5
2018-06-14_Russia_Saudi Arabia,10,9,15,1,4,5,6,7,12,1,1,4
2018-06-15_Egypt_Uruguay,6,5,3,3,2,1,10,10,15,3,1,6
2018-06-15_Morocco_Iran,4,4,3,2,0,2,10,8,9,3,4,3
2018-06-15_Portugal_Spain,10,12,12,3,6,1,10,15,11,5,1,4
2018-06-16_France_Australia,10,15,6,6,2,2,10,19,12,6,0,4
2018-06-16_Argentina_Iceland,10,12,4,5,4,1,5,8,9,2,2,1
2018-06-16_Peru_Denmark,6,8,5,3,1,2,6,7,11,2,0,4
2018-06-16_Croatia_Nigeria,10,15,12,4,3,3,7,6,10,1,2,4
2018-06-17_Costa Rica_Serbia,7,7,11,1,3,3,3,2,3,1,0,2
2018-06-17_Germany_Mexico,10,18,5,7,2,1,10,12,12,3,3,4
2018-06-17_Brazil_Switzerland,10,13,17,4,3,3,10,10,10,3,4,3
2018-06-17_Sweden_Korea Republic,10,9,14,2,1,7,9,12,16,2,2,5
2018-06-18_Belgium_Panama,10,15,8,7,0,3,0,0,0,0,0,0
2018-06-18_Tunisia_England,7,9,13,2,1,4,10,10,10,3,4,3
2018-06-18_Colombia_Japan,9,13,5,5,2,2,10,14,11,3,4,3
2018-06-18_Poland_Senegal,10,7,7,2,6,2,4,6,2,2,2,0
2018-06-19_Russia_Egypt,10,14,12,2,4,4,7,5,4,3,2,2
2018-06-19_Portugal_Morocco,10,15,11,3,7,0,5,4,4,2,0,3
2018-06-19_Uruguay_Saudi Arabia,10,9,12,4,1,5,7,7,17,1,1,5
2018-06-19_Iran_Spain,10,9,7,4,4,2,10,16,14,4,2,4
2018-06-20_Denmark_Australia,7,8,11,3,0,4,10,19,11,6,0,4
2018-06-20_France_Peru,10,17,7,7,1,2,7,8,6,3,1,3
2018-06-20_Argentina_Croatia,10,12,5,4,5,1,10,14,11,4,3,3
2018-06-21_Brazil_Costa Rica,10,14,18,4,3,3,8,7,12,1,3,4
2018-06-21_Nigeria_Iceland,8,6,12,1,2,5,6,9,10,2,3,1
2018-06-21_Serbia_Switzerland,4,3,3,2,0,2,10,11,10,3,5,2
2018-06-21_Korea Republic_Mexico,10,12,17,2,2,6,10,11,12,3,3,4
2018-06-22_Germany_Sweden,10,16,5,6,2,2,10,10,12,3,1,6
2018-06-22_Belgium_Tunisia,10,16,7,7,0,3,8,10,15,2,1,5
2018-06-22_England_Panama,10,9,9,3,4,3,1,0,3,0,0,1
2018-06-23_Japan_Senegal,10,13,11,3,4,3,5,8,3,3,2,0
2018-06-23_Poland_Colombia,10,7,8,2,5,3,10,14,7,5,2,3
2018-06-23_Uruguay_Russia,10,8,9,5,1,4,10,13,12,2,4,4
2018-06-25_Saudi Arabia_Egypt,8,7,18,1,1,6,8,6,7,3,2,3
2018-06-25_Spain_Morocco,10,17,14,5,1,4,6,4,5,2,0,4
2018-06-25_Iran_Portugal,10,8,7,4,3,3,10,14,9,4,6,0
2018-06-25_Australia_Peru,10,18,9,6,1,3,8,8,7,3,1,4
2018-06-25_Denmark_France,8,9,12,3,1,4,10,16,7,7,1,2
2018-06-26_Nigeria_Argentina,9,8,12,2,2,5,10,11,8,3,5,2
2018-06-26_Iceland_Croatia,7,9,12,2,3,2,10,16,10,5,2,3
2018-06-26_Korea Republic_Germany,10,11,19,1,2,7,10,17,6,6,2,2
2018-06-26_Mexico_Sweden,10,13,12,4,3,3,10,9,14,2,1,7
2018-06-26_Serbia_Brazil,5,4,5,2,0,3,10,12,17,4,3,3
2018-06-27_Switzerland_Costa Rica,10,13,11,4,4,2,9,7,14,1,3,5
2018-06-27_Japan_Poland,10,15,13,3,4,3,10,7,10,2,5,3
2018-06-27_Senegal_Colombia,6,10,5,3,3,0,10,14,7,5,2,3
2018-06-27_England_Belgium,10,14,10,3,4,3,10,20,9,7,0,3
2018-06-27_Panama_Tunisia,2,1,9,0,0,2,9,12,20,2,1,6
2018-06-30_France_Argentina,10,16,6,7,2,1,10,13,9,4,4,2
2018-07-01_Uruguay_Portugal,10,10,6,6,1,3,10,13,9,3,7,0
2018-07-01_Spain_Russia,10,15,16,4,2,4,10,12,14,2,3,5
2018-07-01_Croatia_Denmark,10,18,10,6,2,2,9,9,12,3,2,4
2018-07-02_Brazil_Mexico,10,13,16,5,2,3,10,12,12,4,3,3
2018-07-02_Belgium_Japan,10,20,9,7,0,3,10,14,12,3,4,3
2018-07-03_Sweden_Switzerland,10,11,12,3,1,6,10,13,12,3,5,2
2018-07-03_Colombia_England,10,13,6,5,2,3,10,14,11,3,3,4
2018-07-06_Uruguay_France,10,10,6,6,1,3,10,18,8,7,2,1
2018-07-06_Brazil_Belgium,10,13,15,5,2,3,10,21,10,7,0,3
2018-07-07_Sweden_England,10,12,10,4,1,5,10,14,10,3,4,3
2018-07-07_Russia_Croatia,10,13,14,2,4,4,10,18,8,6,3,1
2018-07-10_France_Belgium,10,18,8,7,2,1,10,23,10,8,0,2
2018-07-11_Croatia_England,10,16,10,5,4,1,10,15,8,4,4,2
2018-07-14_Belgium_England,10,23,9,8,0,2,10,16,10,4,3,3
2018-07-15_France_Croatia,10,19,8,8,1,1,10,17,8,6,4,0
2018-09-06_Germany_France,10,10,7,5,2,3,10,21,9,8,1,1
2018-09-07_Czech Republic_Ukraine,10,10,17,3,1,6,10,7,12,3,1,6
2018-09-07_Wales_Republic of Ireland,6,10,6,4,0,2,0,0,0,0,0,0
2018-09-08_England_Spain,10,15,11,4,2,4,10,15,12,4,3,3
2018-09-08_Italy_Poland,10,10,9,5,2,3,10,7,9,3,4,3
2018-09-08_Portugal_Italy,10,13,10,3,6,1,10,10,9,5,2,3
2018-09-09_Netherlands_Peru,10,17,9,5,2,3,9,10,7,4,1,4
2018-09-09_Switzerland_Iceland,10,11,8,3,5,2,8,10,14,2,3,3
2018-09-10_Spain_Croatia,10,17,11,5,3,2,10,18,12,5,4,1
2018-09-11_England_Switzerland,10,14,12,3,2,5,10,10,8,3,5,2
2018-10-11_Poland_Portugal,10,7,9,3,4,3,10,14,10,4,5,1
2018-10-11_Republic of Ireland_Denmark,1,0,1,0,0,1,10,10,13,3,3,4
2018-10-12_Croatia_England,10,16,16,5,3,2,10,15,12,4,1,5
2018-10-12_Belgium_Switzerland,10,22,9,8,0,2,10,10,8,3,5,2
2018-10-12_Netherlands_Germany,10,19,9,6,2,2,10,9,7,4,3,3
2018-10-13_France_Netherlands,10,16,7,7,2,1,10,21,7,7,2,1
2018-10-14_England_Spain,10,14,10,4,2,4,10,20,11,5,3,2
2018-10-14_Poland_Italy,10,9,11,3,4,3,10,9,10,4,2,4
2018-10-15_Spain_England,10,21,14,4,3,3,10,15,11,4,2,4
2018-10-15_Belgium_Iceland,10,23,10,8,0,2,9,10,16,2,3,4
2018-10-16_Germany_France,10,7,10,3,3,4,10,16,8,7,2,1
2018-10-16_Ukraine_Czech Republic,10,5,13,3,1,6,10,10,19,2,1,7
2018-11-15_Belgium_Iceland,10,21,10,8,0,2,10,10,18,2,3,5
2018-11-15_Croatia_Spain,10,14,15,4,4,2,10,20,17,3,3,4
2018-11-15_Poland_Czech Republic,10,8,12,2,4,4,10,9,17,2,1,7
2018-11-16_Netherlands_France,10,21,7,7,2,1,10,18,8,8,2,0
2018-11-17_Italy_Poland,10,10,6,5,2,3,10,8,13,2,3,5
2018-11-17_England_Croatia,10,12,12,4,2,4,10,17,17,5,3,2
2018-11-18_Portugal_Italy,10,14,9,5,4,1,10,9,6,4,3,3
2018-11-18_Switzerland_Belgium,10,10,10,2,5,3,10,22,7,9,0,1
2018-11-19_France_Netherlands,10,16,9,7,2,1,10,18,6,7,2,1
2018-11-20_Germany_Netherlands,10,8,12,3,2,5,10,17,4,7,2,1
2018-11-20_Iceland_Belgium,10,9,19,2,2,6,10,21,12,8,0,2
2018-11-20_Spain_Bosnia,10,21,18,3,3,4,0,0,0,0,0,0
2018-11-20_Wales_Denmark,7,11,6,5,0,2,10,10,11,3,4,3
2019-01-05_United Arab Emirates_Bahrain,7,9,9,2,2,3,3,3,5,1,0,2
2019-01-05_Thailand_India,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-06_Australia_Jordan,10,18,8,6,1,3,3,5,2,1,1,1
2019-01-06_Syria_Palestine,0,0,0,0,0,0,3,1,9,0,1,2
2019-01-07_China_Kyrgyzstan,5,5,6,3,0,2,0,0,0,0,0,0
2019-01-07_South Korea_Philippines,8,6,4,4,3,1,0,0,0,0,0,0
2019-01-07_Iran_Yemen,10,9,8,4,3,3,0,0,0,0,0,0
2019-01-07_Iraq_Vietnam,7,7,10,2,2,3,0,0,0,0,0,0
2019-01-08_Saudi Arabia_North Korea,9,9,19,2,1,6,3,2,7,0,0,3
2019-01-08_Qatar_Lebanon,3,4,7,1,0,2,0,0,0,0,0,0
2019-01-09_Japan_Turkmenistan,10,16,15,3,3,4,0,0,0,0,0,0
2019-01-09_Uzbekistan_Oman,5,5,3,2,2,1,3,1,5,1,0,2
2019-01-10_Bahrain_Thailand,4,4,6,1,1,2,1,1,4,0,0,1
2019-01-10_India_United Arab Emirates,1,4,1,1,0,0,8,10,10,2,3,3
2019-01-11_Jordan_Syria,4,6,2,2,1,1,1,0,0,0,1,0
2019-01-11_Palestine_Australia,4,1,9,0,2,2,10,14,8,5,1,4
2019-01-11_Kyrgyzstan_Philippines,1,1,2,0,0,1,1,0,1,0,0,1
2019-01-11_South Korea_China,9,7,4,5,3,1,6,7,7,4,0,2
2019-01-12_Vietnam_Iran,1,2,3,0,0,1,10,14,7,5,3,2
2019-01-12_Yemen_Iraq,1,0,5,0,0,1,8,10,12,3,2,3
2019-01-13_Lebanon_Saudi Arabia,1,0,2,0,0,1,10,13,19,3,1,6
2019-01-13_North Korea_Qatar,4,2,11,0,0,4,4,6,7,2,0,2
2019-01-14_Oman_Japan,4,2,7,1,0,3,10,18,13,4,3,3
2019-01-14_Turkmenistan_Uzbekistan,1,2,3,0,0,1,6,7,4,3,2,1
2019-01-15_United Arab Emirates_Thailand,9,12,10,3,3,3,2,2,4,1,0,1
2019-01-15_India_Bahrain,2,4,3,1,0,1,5,4,7,1,1,3
2019-01-16_Australia_Syria,10,13,8,5,1,4,2,2,2,0,2,0
2019-01-16_Palestine_Jordan,5,1,12,0,2,3,5,8,4,2,2,1
2019-01-16_South Korea_Kyrgyzstan,10,7,4,5,4,1,2,2,3,0,1,1
2019-01-16_China_Philippines,7,7,7,4,1,2,2,1,2,0,1,1
2019-01-16_Vietnam_Yemen,2,2,5,0,0,2,2,0,8,0,0,2
2019-01-16_Iran_Iraq,10,15,4,6,3,1,9,13,12,4,2,3
2019-01-17_Saudi Arabia_Qatar,10,13,17,4,0,6,5,12,7,3,0,2
2019-01-17_Lebanon_North Korea,2,0,4,0,0,2,5,2,17,0,0,5
2019-01-17_Japan_Uzbekistan,10,15,13,4,3,3,7,11,4,4,2,1
2019-01-17_Oman_Turkmenistan,5,2,8,1,0,4,2,2,7,0,0,2
2019-01-20_Jordan_Vietnam,6,8,4,2,3,1,3,4,5,1,0,2
2019-01-20_Thailand_China,3,3,5,1,1,1,8,10,7,5,1,2
2019-01-20_Iran_Oman,10,13,4,5,4,1,6,5,9,2,0,4
2019-01-20_Japan_Saudi Arabia,10,16,12,5,3,2,10,13,15,4,0,6
2019-01-21_Australia_Uzbekistan,10,16,9,6,1,3,8,12,6,4,2,2
2019-01-21_South Korea_Bahrain,10,6,3,5,4,1,6,5,7,2,1,3
2019-01-21_Qatar_Iraq,6,14,7,4,0,2,10,13,12,4,3,3
2019-01-21_United Arab Emirates_Kyrgyzstan,10,13,11,3,4,3,3,2,4,0,1,2
2019-01-24_Vietnam_Japan,4,5,6,1,1,2,10,15,12,5,3,2
2019-01-24_South Korea_Qatar,10,7,3,6,3,1,7,15,7,5,0,2
2019-01-24_China_Iran,9,12,8,6,1,2,10,14,4,5,4,1
2019-01-25_Australia_United Arab Emirates,10,14,9,5,2,3,10,12,12,3,4,3
2019-01-28_Qatar_United Arab Emirates,8,16,7,6,0,2,10,12,12,3,4,3
2019-01-28_Iran_Japan,10,16,4,5,4,1,10,15,11,6,2,2
2019-02-01_Japan_Qatar,10,17,10,7,1,2,9,20,7,7,0,2
2019-02-01_Iran_United Arab Emirates,10,15,6,5,3,2,10,12,15,3,4,3
2019-06-05_Portugal_Switzerland,10,14,9,5,4,1,10,14,11,3,4,3
2019-06-05_Netherlands_England,10,17,6,6,3,1,10,14,12,5,2,3
2019-06-09_Portugal_Netherlands,10,16,9,6,3,1,10,18,6,6,3,1
2019-06-14_Brazil_Bolivia,10,13,10,5,2,3,4,4,10,1,1,2
2019-06-15_Venezuela_Peru,3,2,3,1,0,2,10,11,9,4,1,5
2019-06-15_Argentina_Colombia,10,16,12,4,4,2,10,10,6,4,3,3
2019-06-15_Paraguay_Qatar,10,8,13,2,5,3,10,23,8,8,0,2
2019-06-16_Uruguay_Ecuador,10,9,8,5,1,4,10,12,13,4,1,5
2019-06-16_Japan_Chile,10,16,12,6,1,3,10,19,8,6,3,1
2019-06-17_Brazil_Venezuela,10,16,7,6,2,2,4,2,3,1,1,2
2019-06-17_Bolivia_Peru,5,4,13,1,1,3,10,10,7,4,2,4
2019-06-18_Argentina_Paraguay,10,14,12,4,3,3,10,8,15,1,6,3
2019-06-18_Colombia_Qatar,10,10,6,4,3,3,10,24,6,8,1,1
2019-06-19_Uruguay_Japan,10,13,6,6,1,3,10,14,14,6,0,4
2019-06-19_Ecuador_Chile,10,10,17,3,1,6,10,20,7,6,3,1
2019-06-20_Brazil_Peru,10,14,6,5,3,2,10,12,8,4,2,4
2019-06-20_Bolivia_Venezuela,6,5,16,1,1,4,5,2,3,1,2,2
2019-06-21_Colombia_Paraguay,10,10,4,5,3,2,10,9,16,1,6,3
2019-06-21_Argentina_Qatar,10,14,13,3,4,3,10,22,6,7,1,2
2019-06-21_Egypt_Zimbabwe,9,7,9,3,2,4,3,4,8,0,1,2
2019-06-21_DR Congo_Uganda,4,7,5,2,1,1,3,1,3,0,1,2
2019-06-22_Chile_Uruguay,10,20,8,6,3,1,10,14,8,5,2,3
2019-06-22_Ecuador_Japan,10,8,19,2,1,7,10,16,15,6,1,3
2019-06-22_Brazil_Paraguay,10,19,5,6,3,1,10,9,17,1,5,4
2019-06-22_Venezuela_Argentina,6,5,4,2,2,2,10,15,13,3,4,3
2019-06-22_Nigeria_Burundi,10,9,14,2,2,6,0,0,0,0,0,0
2019-06-22_Guinea_Madagascar,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-22_Senegal_Tanzania,7,10,6,3,3,1,0,0,0,0,0,0
2019-06-22_Algeria_Kenya,10,12,15,1,4,5,0,0,0,0,0,0
2019-06-23_Colombia_Chile,10,11,3,6,3,1,10,20,7,6,3,1
2019-06-23_Uruguay_Peru,10,15,7,6,2,2,10,12,13,4,1,5
2019-06-23_Morocco_Namibia,7,6,7,2,1,4,0,0,0,0,0,0
2019-06-23_Ivory Coast_South Africa,10,13,13,3,3,4,3,3,5,1,1,1
2019-06-23_Tunisia_Angola,10,14,21,3,1,6,3,1,2,0,2,1
2019-06-23_Mali_Mauritania,3,1,2,0,2,1,0,0,0,0,0,0
2019-06-24_Cameroon_Guinea-Bissau,10,9,14,3,3,4,3,2,5,0,1,2
2019-06-24_Ghana_Benin,10,9,12,3,2,5,0,0,0,0,0,0
2019-06-25_Zimbabwe_DR Congo,4,4,9,0,1,3,5,7,7,2,1,2
2019-06-25_Uganda_Egypt,4,3,3,1,1,2,10,8,9,4,2,4
2019-06-26_Nigeria_Guinea,10,10,13,3,2,5,1,2,2,0,1,0
2019-06-26_Madagascar_Burundi,1,2,2,0,1,0,1,0,1,0,0,1
2019-06-26_Senegal_Algeria,8,12,6,4,3,1,10,14,14,2,4,4
2019-06-26_Kenya_Tanzania,1,0,2,0,0,1,1,0,2,0,0,1
2019-06-27_Brazil_Argentina,10,17,4,5,4,1,10,17,13,4,3,3
2019-06-27_Morocco_Ivory Coast,8,7,7,3,1,4,10,11,11,3,3,4
2019-06-27_South Africa_Namibia,4,3,6,1,1,2,1,0,1,0,0,1
2019-06-27_Tunisia_Mali,10,13,20,3,1,6,4,5,3,1,2,1
2019-06-27_Mauritania_Angola,1,1,4,0,0,1,4,2,3,0,3,1
2019-06-28_Peru_Chile,10,9,12,3,2,5,10,19,6,6,3,1
2019-06-28_Cameroon_Ghana,10,10,12,4,3,3,10,10,13,3,2,5
2019-06-28_Benin_Guinea-Bissau,1,2,2,0,1,0,4,2,7,0,1,3
2019-06-29_Uganda_Zimbabwe,5,3,5,1,1,3,5,4,13,0,1,4
2019-06-29_Egypt_DR Congo,10,10,9,5,1,4,6,11,7,3,1,2
2019-06-30_Madagascar_Nigeria,2,3,2,1,1,0,10,10,11,4,2,4
2019-06-30_Burundi_Guinea,2,0,2,0,0,2,2,2,3,0,1,1
2019-06-30_Tanzania_Senegal,2,2,5,0,0,2,9,12,7,4,3,2
2019-06-30_Kenya_Algeria,2,3,4,1,0,1,10,15,14,3,3,4
2019-07-01_Namibia_Ivory Coast,2,0,2,0,0,2,10,11,12,3,2,5
2019-07-01_South Africa_Morocco,5,4,6,2,1,2,9,8,7,4,1,4
2019-07-01_Angola_Mali,5,2,3,0,4,1,5,6,4,1,3,1
2019-07-01_Mauritania_Tunisia,2,1,4,0,1,1,10,13,18,3,2,5
2019-07-02_Guinea-Bissau_Ghana,5,2,7,0,2,3,10,9,13,3,2,5
2019-07-02_Benin_Cameroon,2,2,2,0,2,0,10,12,11,5,3,2
2019-07-05_Morocco_Benin,10,9,7,5,1,4,3,2,2,0,3,0
2019-07-05_Uganda_Senegal,6,4,6,1,2,3,10,14,7,5,3,2
2019-07-06_Argentina_Chile,10,11,14,3,3,4,10,17,9,5,3,2
2019-07-06_Nigeria_Cameroon,10,8,11,4,1,5,10,12,7,5,4,1
2019-07-06_Egypt_South Africa,10,11,9,5,1,4,6,4,7,2,1,3
2019-07-07_Brazil_Peru,10,18,3,6,3,1,10,11,10,4,2,4
2019-07-07_Madagascar_DR Congo,3,5,2,2,1,0,7,11,9,3,1,3
2019-07-07_Algeria_Guinea,10,17,13,4,3,3,3,4,3,1,1,1
2019-07-07_Mali_Ivory Coast,6,7,4,2,3,1,10,14,10,4,2,4
2019-07-07_Tunisia_Ghana,10,13,17,3,3,4,10,9,11,4,1,5
2019-07-10_Senegal_Benin,10,13,7,5,3,2,4,3,3,0,4,0
2019-07-10_Nigeria_South Africa,10,11,13,5,0,5,7,5,7,3,1,3
2019-07-11_Madagascar_Algeria,4,7,4,2,2,0,10,19,11,5,3,2
2019-07-11_Ivory Coast_Tunisia,10,12,10,4,2,4,10,14,16,3,4,3
2019-07-14_Senegal_Tunisia,10,12,7,5,3,2,10,13,16,2,5,3
2019-07-14_Algeria_Nigeria,10,16,10,4,4,2,10,12,14,5,0,5
2019-07-17_Tunisia_Nigeria,10,9,15,1,5,4,10,11,13,5,0,5
2019-07-19_Senegal_Algeria,10,11,5,6,2,2,10,17,10,5,3,2
2020-09-03_Germany_Spain,10,9,14,2,3,5,10,22,16,4,3,3
2020-09-03_Italy_Bosnia,10,9,5,4,4,2,1,0,1,0,0,1
2020-09-03_Netherlands_Poland,10,18,7,6,2,2,10,8,14,1,4,5
2020-09-05_Spain_Ukraine,10,20,14,4,3,3,10,5,13,3,1,6
2020-09-05_France_Sweden,10,15,11,6,2,2,10,11,10,4,1,5
2020-09-06_England_Iceland,10,14,14,5,1,4,10,8,20,2,1,7
2020-09-06_Belgium_Denmark,10,18,10,8,0,2,10,10,11,3,4,3
2020-09-06_Portugal_Croatia,10,15,9,6,3,1,10,16,19,4,3,3
2020-09-07_Netherlands_Italy,10,19,7,7,1,2,10,8,6,3,5,2
2020-09-07_Bosnia_Poland,2,1,2,0,1,1,10,7,14,1,3,6
2020-09-08_Spain_Germany,10,23,14,4,3,3,10,7,15,1,4,5
2020-09-08_Ukraine_Switzerland,10,5,17,3,0,7,10,15,14,3,3,4
2020-09-08_France_Croatia,10,16,11,7,1,2,10,14,23,3,3,4
2020-09-08_Portugal_Sweden,10,18,10,6,3,1,10,9,8,4,1,5
2020-09-08_Denmark_England,10,9,10,3,4,3,10,12,15,4,1,5
2020-09-08_Belgium_Iceland,10,19,10,8,0,2,10,7,19,2,1,7
2020-10-10_England_Belgium,10,11,13,4,2,4,10,21,9,8,0,2
2020-10-10_Iceland_Denmark,10,6,23,1,1,8,10,8,10,2,5,3
2020-10-10_Spain_Netherlands,10,27,12,5,2,3,10,16,8,6,1,3
2020-10-10_Poland_Italy,10,8,14,2,2,6,10,8,6,3,5,2
2020-10-11_Ukraine_Germany,10,7,15,4,0,6,10,6,20,1,3,6
2020-10-11_Switzerland_Spain,10,15,15,3,2,5,10,27,11,6,1,3
2020-10-11_Croatia_Sweden,10,14,22,3,3,4,10,7,10,3,1,6
2020-10-11_France_Portugal,10,12,10,6,1,3,10,17,7,7,2,1
2020-10-14_England_Denmark,10,13,12,5,2,3,10,9,7,3,5,2
2020-10-14_Belgium_Iceland,10,20,10,7,0,3,10,4,21,1,1,8
2020-10-14_Netherlands_Bosnia,10,14,8,5,1,4,3,2,4,0,1,2
2020-10-14_Italy_Poland,10,8,5,3,6,1,10,7,12,2,3,5
2020-10-14_Spain_Ukraine,10,26,11,5,2,3,10,6,16,3,0,7
2020-10-14_Germany_Switzerland,10,8,19,2,3,5,10,15,15,3,2,5
2020-10-14_Croatia_France,10,15,22,4,2,4,10,10,10,5,2,3
2020-10-14_Portugal_Sweden,10,16,7,6,3,1,10,7,11,3,0,7
2020-11-14_Italy_Poland,10,8,5,3,6,1,10,7,11,2,3,5
2020-11-14_Netherlands_Bosnia,10,14,9,5,1,4,4,3,7,0,1,3
