match_id,home_team_id,away_team_id,league_id,b365_home,b365_draw,b365_away,home_goals,away_goals
GAL_AD._20230401,GAL,AD.,Turkey Super Lig 2022-23,1.4,4.5,6.5,2,0
UMR_KON_20230402,UMR,KON,Turkey Super Lig 2022-23,2.9,3.3,2.25,2,2
GIR_ALA_20230402,GIR,ALA,Turkey Super Lig 2022-23,2.45,3.4,2.7,2,2
GAZ_KAS_20230402,GAZ,KAS,Turkey Super Lig 2022-23,6.02,4.2,2.45,0,3
HAT_SIV_20230402,HAT,SIV,Turkey Super Lig 2022-23,6.81,4.42,1.97,0,3
FEN_BES_20230402,FEN,BES,Turkey Super Lig 2022-23,1.83,3.5,4.0,2,4
IST_KAR_20230403,IST,KAR,Turkey Super Lig 2022-23,3.25,3.3,2.15,0,1
KON_ANT_20230407,KON,ANT,Turkey Super Lig 2022-23,2.25,3.3,3.25,1,1
ANK_IST_20230408,ANK,IST,Turkey Super Lig 2022-23,1.67,3.8,4.75,3,2
KAS_TRA_20230408,KAS,TRA,Turkey Super Lig 2022-23,3.1,3.6,2.15,2,0
SIV_BUY_20230409,SIV,BUY,Turkey Super Lig 2022-23,2.88,3.0,2.55,1,1
AD._GAZ_20230409,AD.,GAZ,Turkey Super Lig 2022-23,2.16,4.09,6.73,3,0
ALA_HAT_20230409,ALA,HAT,Turkey Super Lig 2022-23,1.85,4.09,5.76,3,0
BES_GIR_20230409,BES,GIR,Turkey Super Lig 2022-23,1.4,4.75,6.5,3,1
KAY_UMR_20230410,KAY,UMR,Turkey Super Lig 2022-23,1.85,3.6,3.8,3,1
KAR_FEN_20230410,KAR,FEN,Turkey Super Lig 2022-23,4.5,4.0,1.62,1,2
ANT_ALA_20230414,ANT,ALA,Turkey Super Lig 2022-23,1.85,3.5,4.2,3,1
GAL_KAY_20230414,GAL,KAY,Turkey Super Lig 2022-23,1.3,5.0,8.5,6,0
AD._KAS_20230415,AD.,KAS,Turkey Super Lig 2022-23,1.7,3.8,4.5,5,0
IST_BUY_20230415,IST,BUY,Turkey Super Lig 2022-23,4.33,3.5,1.73,1,0
FEN_ANK_20230415,FEN,ANK,Turkey Super Lig 2022-23,1.33,5.0,8.0,2,1
GIR_SIV_20230416,GIR,SIV,Turkey Super Lig 2022-23,2.5,3.3,2.75,1,0
GAZ_KON_20230416,GAZ,KON,Turkey Super Lig 2022-23,5.46,3.62,1.74,0,3
HAT_KAR_20230416,HAT,KAR,Turkey Super Lig 2022-23,5.81,4.07,1.64,0,3
TRA_BES_20230416,TRA,BES,Turkey Super Lig 2022-23,2.9,3.3,2.4,0,0
ALA_GAL_20230418,ALA,GAL,Turkey Super Lig 2022-23,5.75,4.5,1.5,1,4
KAR_UMR_20230418,KAR,UMR,Turkey Super Lig 2022-23,1.8,4.0,3.8,4,2
IST_ANT_20230419,IST,ANT,Turkey Super Lig 2022-23,3.0,3.4,2.2,3,3
KAY_KAS_20230419,KAY,KAS,Turkey Super Lig 2022-23,2.25,3.3,2.9,0,0
BES_HAT_20230419,BES,HAT,Turkey Super Lig 2022-23,2.47,3.78,6.53,3,0
BUY_FEN_20230419,BUY,FEN,Turkey Super Lig 2022-23,4.0,3.6,1.8,1,2
KON_AD._20230419,KON,AD.,Turkey Super Lig 2022-23,2.38,3.4,2.7,1,2
ANK_GIR_20230420,ANK,GIR,Turkey Super Lig 2022-23,1.91,3.6,3.5,3,1
SIV_TRA_20230420,SIV,TRA,Turkey Super Lig 2022-23,2.63,3.2,2.55,4,1
UMR_BES_20230422,UMR,BES,Turkey Super Lig 2022-23,4.33,3.8,1.67,0,2
KAS_KON_20230423,KAS,KON,Turkey Super Lig 2022-23,2.38,3.6,2.75,1,2
AD._KAY_20230423,AD.,KAY,Turkey Super Lig 2022-23,1.6,4.33,4.75,5,3
GAL_KAR_20230423,GAL,KAR,Turkey Super Lig 2022-23,1.25,5.75,8.5,3,3
GAZ_ALA_20230423,GAZ,ALA,Turkey Super Lig 2022-23,5.54,4.17,1.85,0,3
HAT_ANK_20230423,HAT,ANK,Turkey Super Lig 2022-23,7.67,3.94,2.09,0,3
GIR_BUY_20230424,GIR,BUY,Turkey Super Lig 2022-23,2.9,3.3,2.3,2,4
ANT_SIV_20230424,ANT,SIV,Turkey Super Lig 2022-23,2.15,3.2,3.3,1,2
FEN_IST_20230424,FEN,IST,Turkey Super Lig 2022-23,1.22,5.75,11.0,3,3
ALA_UMR_20230428,ALA,UMR,Turkey Super Lig 2022-23,1.91,3.8,3.3,1,0
KAR_ANT_20230429,KAR,ANT,Turkey Super Lig 2022-23,2.38,3.6,2.55,0,1
KON_TRA_20230429,KON,TRA,Turkey Super Lig 2022-23,2.45,3.25,2.7,2,1
ANK_KAS_20230429,ANK,KAS,Turkey Super Lig 2022-23,1.85,3.4,3.6,0,0
SIV_FEN_20230429,SIV,FEN,Turkey Super Lig 2022-23,4.33,3.75,1.7,1,3
BES_GAL_20230430,BES,GAL,Turkey Super Lig 2022-23,2.6,3.4,2.38,3,1
BUY_HAT_20230430,BUY,HAT,Turkey Super Lig 2022-23,1.65,4.32,6.58,3,0
KAY_GAZ_20230430,KAY,GAZ,Turkey Super Lig 2022-23,2.28,3.82,7.38,3,0
IST_GIR_20230501,IST,GIR,Turkey Super Lig 2022-23,2.4,3.3,2.7,1,0
ANT_BES_20230506,ANT,BES,Turkey Super Lig 2022-23,3.6,3.4,2.0,1,3
AD._ALA_20230506,AD.,ALA,Turkey Super Lig 2022-23,1.53,4.5,5.0,4,2
UMR_SIV_20230507,UMR,SIV,Turkey Super Lig 2022-23,2.88,3.4,2.3,4,1
KON_KAY_20230507,KON,KAY,Turkey Super Lig 2022-23,1.67,4.0,4.5,2,2
GIR_FEN_20230507,GIR,FEN,Turkey Super Lig 2022-23,5.75,4.5,1.5,1,1
GAZ_KAR_20230507,GAZ,KAR,Turkey Super Lig 2022-23,6.53,3.75,2.4,0,3
HAT_IST_20230507,HAT,IST,Turkey Super Lig 2022-23,6.15,4.18,1.97,0,3
GAL_BUY_20230508,GAL,BUY,Turkey Super Lig 2022-23,1.44,4.33,6.5,1,0
TRA_ANK_20230508,TRA,ANK,Turkey Super Lig 2022-23,1.75,3.6,4.2,2,0
SIV_KAS_20230516,SIV,KAS,Turkey Super Lig 2022-23,1.95,3.5,3.8,1,2
ALA_KON_20230516,ALA,KON,Turkey Super Lig 2022-23,2.4,3.6,2.7,0,3
IST_GAL_20230516,IST,GAL,Turkey Super Lig 2022-23,9.0,6.0,1.29,0,2
BUY_UMR_20230517,BUY,UMR,Turkey Super Lig 2022-23,1.65,3.8,4.75,1,1
ANK_ANT_20230517,ANK,ANT,Turkey Super Lig 2022-23,2.3,3.3,2.88,1,1
BES_GAZ_20230517,BES,GAZ,Turkey Super Lig 2022-23,1.64,4.21,5.59,3,0
GIR_HAT_20230517,GIR,HAT,Turkey Super Lig 2022-23,2.48,3.57,5.89,3,0
KAR_AD._20230517,KAR,AD.,Turkey Super Lig 2022-23,3.0,3.75,2.05,2,3
FEN_TRA_20230518,FEN,TRA,Turkey Super Lig 2022-23,1.55,3.8,5.25,3,1
KAS_IST_20230520,KAS,IST,Turkey Super Lig 2022-23,1.8,3.6,3.6,1,0
GAL_SIV_20230520,GAL,SIV,Turkey Super Lig 2022-23,1.25,5.5,7.5,2,0
KAY_ALA_20230520,KAY,ALA,Turkey Super Lig 2022-23,2.1,3.4,3.1,0,4
UMR_ANK_20230521,UMR,ANK,Turkey Super Lig 2022-23,7.69,3.88,1.71,1,2
AD._BES_20230521,AD.,BES,Turkey Super Lig 2022-23,6.17,3.59,1.83,1,4
ANT_BUY_20230521,ANT,BUY,Turkey Super Lig 2022-23,3.21,3.11,3.15,0,0
GAZ_GIR_20230521,GAZ,GIR,Turkey Super Lig 2022-23,5.72,4.17,2.23,0,3
HAT_FEN_20230521,HAT,FEN,Turkey Super Lig 2022-23,6.38,4.14,1.63,0,3
TRA_KAR_20230522,TRA,KAR,Turkey Super Lig 2022-23,1.59,4.31,5.45,4,1
ALA_KAS_20230530,ALA,KAS,Turkey Super Lig 2022-23,2.1,3.75,3.0,1,3
ANK_GAL_20230530,ANK,GAL,Turkey Super Lig 2022-23,5.25,4.75,1.45,1,4
BUY_GAZ_20230530,BUY,GAZ,Turkey Super Lig 2022-23,2.22,3.65,7.33,3,0
FEN_ANT_20230530,FEN,ANT,Turkey Super Lig 2022-23,1.29,5.75,9.5,2,0
GIR_TRA_20230530,GIR,TRA,Turkey Super Lig 2022-23,2.4,3.5,2.75,2,4
HAT_UMR_20230530,HAT,UMR,Turkey Super Lig 2022-23,7.73,4.22,1.98,0,3
IST_AD._20230530,IST,AD.,Turkey Super Lig 2022-23,2.0,4.5,2.88,0,2
KAR_KAY_20230530,KAR,KAY,Turkey Super Lig 2022-23,1.95,4.0,3.2,2,0
SIV_KON_20230530,SIV,KON,Turkey Super Lig 2022-23,1.91,3.6,3.75,1,0
KON_KAR_20230603,KON,KAR,Turkey Super Lig 2022-23,1.85,4.33,3.4,1,1
AD._BUY_20230603,AD.,BUY,Turkey Super Lig 2022-23,1.73,3.8,4.0,2,3
ANT_HAT_20230603,ANT,HAT,Turkey Super Lig 2022-23,1.96,3.87,5.86,3,0
GAZ_IST_20230603,GAZ,IST,Turkey Super Lig 2022-23,6.08,3.77,1.58,0,3
KAS_BES_20230603,KAS,BES,Turkey Super Lig 2022-23,4.0,4.2,1.65,2,5
KAY_ANK_20230603,KAY,ANK,Turkey Super Lig 2022-23,2.25,3.5,2.9,0,1
TRA_ALA_20230603,TRA,ALA,Turkey Super Lig 2022-23,1.5,4.5,5.5,5,1
UMR_GIR_20230603,UMR,GIR,Turkey Super Lig 2022-23,2.45,3.75,2.55,0,1
GAL_FEN_20230604,GAL,FEN,Turkey Super Lig 2022-23,2.0,3.6,3.3,3,0
KAR_KAS_20230606,KAR,KAS,Turkey Super Lig 2022-23,2.1,4.0,2.8,3,0
SIV_KAY_20230606,SIV,KAY,Turkey Super Lig 2022-23,1.65,4.0,4.2,1,1
BUY_TRA_20230606,BUY,TRA,Turkey Super Lig 2022-23,2.38,3.6,2.6,3,1
ANK_AD._20230607,ANK,AD.,Turkey Super Lig 2022-23,2.15,4.0,2.7,1,2
BES_KON_20230607,BES,KON,Turkey Super Lig 2022-23,1.36,5.5,6.5,3,3
FEN_GAZ_20230607,FEN,GAZ,Turkey Super Lig 2022-23,2.15,3.65,5.1,3,0
GIR_ANT_20230607,GIR,ANT,Turkey Super Lig 2022-23,1.8,3.75,3.6,2,0
HAT_GAL_20230607,HAT,GAL,Turkey Super Lig 2022-23,7.36,4.26,1.74,0,3
IST_UMR_20230607,IST,UMR,Turkey Super Lig 2022-23,1.45,4.5,5.25,4,0
VOL_AST_20220819,VOL,AST,Greece Super League 2022-23,2.45,3.3,2.75,3,3
ATR_OFI_20220820,ATR,OFI,Greece Super League 2022-23,2.2,3.0,3.8,3,1
LAM_AEK_20220820,LAM,AEK,Greece Super League 2022-23,8.5,4.0,1.45,0,3
PAO_PAN_20220820,PAO,PAN,Greece Super League 2022-23,1.3,5.0,13.0,1,0
PAN_ION_20220821,PAN,ION,Greece Super League 2022-23,1.36,4.5,10.0,1,0
ARI_LEV_20220821,ARI,LEV,Greece Super League 2022-23,1.44,4.33,8.5,3,0
OLY_GIA_20220821,OLY,GIA,Greece Super League 2022-23,1.28,6.0,8.5,2,0
ION_LEV_20220826,ION,LEV,Greece Super League 2022-23,2.1,3.2,3.75,0,0
GIA_LAM_20220827,GIA,LAM,Greece Super League 2022-23,1.9,3.25,4.5,1,1
AEK_VOL_20220827,AEK,VOL,Greece Super League 2022-23,1.25,6.0,11.0,0,1
PAN_ARI_20220828,PAN,ARI,Greece Super League 2022-23,4.33,3.0,2.05,3,1
OFI_PAN_20220828,OFI,PAN,Greece Super League 2022-23,4.5,3.3,1.9,0,2
PAO_ATR_20220828,PAO,ATR,Greece Super League 2022-23,1.53,3.8,7.0,2,1
AST_OLY_20220829,AST,OLY,Greece Super League 2022-23,5.0,3.4,1.8,0,0
LAM_AST_20220903,LAM,AST,Greece Super League 2022-23,3.2,3.1,2.4,0,0
OLY_ION_20220903,OLY,ION,Greece Super League 2022-23,1.2,6.5,15.0,3,1
PAN_LEV_20220903,PAN,LEV,Greece Super League 2022-23,1.14,7.0,23.0,1,0
ATR_PAN_20220904,ATR,PAN,Greece Super League 2022-23,1.9,3.3,4.5,1,1
VOL_OFI_20220904,VOL,OFI,Greece Super League 2022-23,1.9,3.4,4.2,0,1
AEK_GIA_20220904,AEK,GIA,Greece Super League 2022-23,1.25,5.5,13.0,2,0
ARI_PAO_20220904,ARI,PAO,Greece Super League 2022-23,2.5,3.25,2.9,0,0
OFI_PAN_20220910,OFI,PAN,Greece Super League 2022-23,2.05,3.3,3.8,1,2
GIA_LEV_20220910,GIA,LEV,Greece Super League 2022-23,2.0,3.3,4.0,2,1
ION_ATR_20220910,ION,ATR,Greece Super League 2022-23,2.25,3.2,3.4,1,4
OLY_VOL_20220911,OLY,VOL,Greece Super League 2022-23,1.25,6.0,11.0,1,1
AST_ARI_20220911,AST,ARI,Greece Super League 2022-23,2.9,3.1,2.6,0,2
PAN_AEK_20220911,PAN,AEK,Greece Super League 2022-23,2.25,3.2,3.4,2,1
PAO_LAM_20220912,PAO,LAM,Greece Super League 2022-23,1.22,6.5,13.0,1,0
ATR_LAM_20220917,ATR,LAM,Greece Super League 2022-23,1.9,3.4,4.5,0,0
PAN_AEK_20220917,PAN,AEK,Greece Super League 2022-23,6.0,3.6,1.65,0,2
PAN_GIA_20220917,PAN,GIA,Greece Super League 2022-23,1.28,5.25,13.0,3,0
LEV_AST_20220918,LEV,AST,Greece Super League 2022-23,2.8,3.1,2.62,1,1
OFI_PAO_20220918,OFI,PAO,Greece Super League 2022-23,4.75,3.25,1.85,1,1
ARI_OLY_20220918,ARI,OLY,Greece Super League 2022-23,3.5,3.3,2.15,2,1
VOL_ION_20220918,VOL,ION,Greece Super League 2022-23,2.0,3.3,4.0,2,0
LAM_LEV_20221001,LAM,LEV,Greece Super League 2022-23,2.15,3.2,3.6,1,0
AST_OFI_20221002,AST,OFI,Greece Super League 2022-23,1.85,3.4,4.5,2,0
OLY_ATR_20221002,OLY,ATR,Greece Super League 2022-23,1.33,4.5,10.0,2,0
VOL_ARI_20221002,VOL,ARI,Greece Super League 2022-23,3.6,3.4,2.1,2,0
PAO_PAN_20221002,PAO,PAN,Greece Super League 2022-23,2.5,3.2,2.9,1,2
GIA_PAN_20221003,GIA,PAN,Greece Super League 2022-23,2.3,3.1,3.4,1,4
AEK_ION_20221003,AEK,ION,Greece Super League 2022-23,1.2,6.0,15.0,4,1
PAN_VOL_20221008,PAN,VOL,Greece Super League 2022-23,2.15,3.25,3.5,2,3
ION_LAM_20221008,ION,LAM,Greece Super League 2022-23,2.25,3.1,3.4,1,1
OFI_OLY_20221009,OFI,OLY,Greece Super League 2022-23,8.0,4.2,1.44,1,2
LEV_PAO_20221009,LEV,PAO,Greece Super League 2022-23,5.5,3.8,1.66,1,1
PAN_AST_20221009,PAN,AST,Greece Super League 2022-23,1.44,4.0,9.0,1,0
ARI_AEK_20221009,ARI,AEK,Greece Super League 2022-23,2.87,3.1,2.62,0,2
ATR_GIA_20221010,ATR,GIA,Greece Super League 2022-23,1.8,3.25,5.5,2,1
VOL_LEV_20221015,VOL,LEV,Greece Super League 2022-23,1.75,3.4,5.25,2,1
ARI_ION_20221015,ARI,ION,Greece Super League 2022-23,1.4,4.75,8.0,2,1
AEK_ATR_20221016,AEK,ATR,Greece Super League 2022-23,1.3,5.5,10.0,1,0
GIA_OFI_20221016,GIA,OFI,Greece Super League 2022-23,2.25,3.2,3.4,2,2
LAM_PAN_20221016,LAM,PAN,Greece Super League 2022-23,6.0,3.5,1.66,0,2
AST_PAN_20221016,AST,PAN,Greece Super League 2022-23,1.85,3.5,4.5,0,0
OLY_PAO_20221017,OLY,PAO,Greece Super League 2022-23,1.75,3.4,5.5,1,2
ATR_VOL_20221022,ATR,VOL,Greece Super League 2022-23,2.25,3.4,3.2,0,2
PAN_OLY_20221022,PAN,OLY,Greece Super League 2022-23,5.5,4.33,1.55,0,2
ION_GIA_20221023,ION,GIA,Greece Super League 2022-23,2.15,3.2,3.6,2,2
PAN_ARI_20221023,PAN,ARI,Greece Super League 2022-23,1.85,3.25,5.0,1,0
PAO_AST_20221023,PAO,AST,Greece Super League 2022-23,1.5,4.0,7.5,2,2
LEV_AEK_20221024,LEV,AEK,Greece Super League 2022-23,8.0,4.2,1.44,0,2
OFI_LAM_20221024,OFI,LAM,Greece Super League 2022-23,2.15,3.2,3.4,0,0
ION_PAN_20221029,ION,PAN,Greece Super League 2022-23,2.05,3.3,3.8,1,1
VOL_PAN_20221029,VOL,PAN,Greece Super League 2022-23,4.33,3.6,1.83,1,5
OLY_LAM_20221030,OLY,LAM,Greece Super League 2022-23,1.22,6.5,13.0,2,0
LEV_ATR_20221030,LEV,ATR,Greece Super League 2022-23,2.7,3.2,2.75,2,1
AEK_PAO_20221030,AEK,PAO,Greece Super League 2022-23,1.61,3.75,6.0,2,0
ARI_OFI_20221030,ARI,OFI,Greece Super League 2022-23,1.4,4.5,9.0,1,1
GIA_AST_20221031,GIA,AST,Greece Super League 2022-23,2.55,3.2,2.87,2,1
LAM_VOL_20221105,LAM,VOL,Greece Super League 2022-23,2.5,3.3,2.87,2,2
OFI_ION_20221105,OFI,ION,Greece Super League 2022-23,2.1,3.4,3.5,0,2
ATR_ARI_20221105,ATR,ARI,Greece Super League 2022-23,3.6,3.4,2.1,0,0
PAO_GIA_20221105,PAO,GIA,Greece Super League 2022-23,1.33,5.0,9.5,2,0
PAN_LEV_20221106,PAN,LEV,Greece Super League 2022-23,1.9,3.3,4.5,0,0
PAN_OLY_20221106,PAN,OLY,Greece Super League 2022-23,2.2,3.3,3.4,1,1
AST_AEK_20221106,AST,AEK,Greece Super League 2022-23,6.0,3.6,1.65,1,1
ARI_LAM_20221108,ARI,LAM,Greece Super League 2022-23,1.53,4.0,7.0,5,0
PAN_PAN_20221109,PAN,PAN,Greece Super League 2022-23,5.5,3.75,1.65,0,1
ATR_AST_20221109,ATR,AST,Greece Super League 2022-23,2.5,3.2,3.0,2,0
AEK_OFI_20221109,AEK,OFI,Greece Super League 2022-23,1.25,6.0,12.0,3,0
LEV_OLY_20221109,LEV,OLY,Greece Super League 2022-23,9.0,4.75,1.36,0,1
VOL_GIA_20221110,VOL,GIA,Greece Super League 2022-23,1.75,3.6,4.75,2,1
ION_PAO_20221110,ION,PAO,Greece Super League 2022-23,5.25,3.6,1.7,0,3
GIA_ARI_20221113,GIA,ARI,Greece Super League 2022-23,4.33,3.4,1.9,0,4
PAN_ATR_20221113,PAN,ATR,Greece Super League 2022-23,1.4,4.5,9.0,2,0
LAM_PAN_20221113,LAM,PAN,Greece Super League 2022-23,2.2,3.25,3.5,1,3
OLY_AEK_20221113,OLY,AEK,Greece Super League 2022-23,2.3,3.2,3.1,0,0
PAO_VOL_20221113,PAO,VOL,Greece Super League 2022-23,1.5,4.33,6.5,3,0
AST_ION_20221114,AST,ION,Greece Super League 2022-23,1.75,3.3,5.25,1,0
OFI_LEV_20221114,OFI,LEV,Greece Super League 2022-23,1.9,3.25,4.5,2,1
LEV_ARI_20221221,LEV,ARI,Greece Super League 2022-23,5.0,3.75,1.73,1,1
AEK_LAM_20221221,AEK,LAM,Greece Super League 2022-23,1.14,7.5,21.0,3,0
AST_VOL_20221221,AST,VOL,Greece Super League 2022-23,2.15,3.4,3.4,0,0
GIA_OLY_20221221,GIA,OLY,Greece Super League 2022-23,9.0,4.5,1.4,2,2
ION_PAN_20221221,ION,PAN,Greece Super League 2022-23,8.0,3.8,1.5,1,1
OFI_ATR_20221222,OFI,ATR,Greece Super League 2022-23,2.25,3.3,3.2,0,1
PAN_PAO_20221222,PAN,PAO,Greece Super League 2022-23,4.75,3.5,1.8,0,2
LEV_ION_20221228,LEV,ION,Greece Super League 2022-23,2.3,3.1,3.3,1,0
OLY_AST_20221228,OLY,AST,Greece Super League 2022-23,1.3,4.5,15.0,5,0
VOL_AEK_20221228,VOL,AEK,Greece Super League 2022-23,8.0,3.8,1.5,0,4
ATR_PAO_20221228,ATR,PAO,Greece Super League 2022-23,5.0,3.6,1.73,1,1
PAN_OFI_20221228,PAN,OFI,Greece Super League 2022-23,1.33,4.75,11.0,1,1
ARI_PAN_20221229,ARI,PAN,Greece Super League 2022-23,1.45,4.0,8.5,1,0
LAM_GIA_20221229,LAM,GIA,Greece Super League 2022-23,2.1,3.2,3.8,1,1
OFI_VOL_20230103,OFI,VOL,Greece Super League 2022-23,2.25,3.3,3.2,0,0
LEV_PAN_20230103,LEV,PAN,Greece Super League 2022-23,12.0,4.5,1.33,0,1
GIA_AEK_20230103,GIA,AEK,Greece Super League 2022-23,11.0,4.5,1.33,2,1
ION_OLY_20230103,ION,OLY,Greece Super League 2022-23,13.0,5.25,1.25,0,2
AST_LAM_20230104,AST,LAM,Greece Super League 2022-23,1.75,3.25,5.5,3,0
PAN_ATR_20230104,PAN,ATR,Greece Super League 2022-23,2.25,3.2,3.4,2,0
PAO_ARI_20230104,PAO,ARI,Greece Super League 2022-23,1.91,3.25,4.5,1,0
LEV_GIA_20230107,LEV,GIA,Greece Super League 2022-23,2.4,3.0,3.25,1,3
LAM_PAO_20230107,LAM,PAO,Greece Super League 2022-23,7.0,3.8,1.53,0,3
VOL_OLY_20230108,VOL,OLY,Greece Super League 2022-23,10.0,4.75,1.33,0,4
ATR_ION_20230108,ATR,ION,Greece Super League 2022-23,1.75,3.5,5.0,2,0
ARI_AST_20230108,ARI,AST,Greece Super League 2022-23,1.6,3.8,5.75,3,0
AEK_PAN_20230108,AEK,PAN,Greece Super League 2022-23,1.91,3.3,4.5,1,0
PAN_OFI_20230109,PAN,OFI,Greece Super League 2022-23,2.4,3.0,3.25,0,4
LAM_ATR_20230114,LAM,ATR,Greece Super League 2022-23,2.7,3.0,2.9,1,1
PAO_OFI_20230114,PAO,OFI,Greece Super League 2022-23,1.4,4.33,9.5,0,0
AEK_PAN_20230115,AEK,PAN,Greece Super League 2022-23,1.14,8.0,19.0,4,1
AST_LEV_20230115,AST,LEV,Greece Super League 2022-23,1.65,3.6,6.0,0,0
OLY_ARI_20230115,OLY,ARI,Greece Super League 2022-23,1.4,4.33,9.5,1,0
GIA_PAN_20230115,GIA,PAN,Greece Super League 2022-23,8.0,3.5,1.57,0,1
ION_VOL_20230116,ION,VOL,Greece Super League 2022-23,2.8,3.3,2.55,0,1
PAN_GIA_20230120,PAN,GIA,Greece Super League 2022-23,2.45,3.0,3.2,1,1
OFI_AST_20230121,OFI,AST,Greece Super League 2022-23,2.25,3.2,3.4,1,0
ARI_VOL_20230121,ARI,VOL,Greece Super League 2022-23,1.45,4.5,7.5,3,0
ION_AEK_20230122,ION,AEK,Greece Super League 2022-23,13.0,6.5,1.22,1,2
LEV_LAM_20230122,LEV,LAM,Greece Super League 2022-23,2.25,3.0,3.6,0,0
PAN_PAO_20230122,PAN,PAO,Greece Super League 2022-23,2.15,3.1,3.75,0,3
ATR_OLY_20230122,ATR,OLY,Greece Super League 2022-23,8.0,4.75,1.4,1,1
VOL_PAN_20230128,VOL,PAN,Greece Super League 2022-23,2.0,3.3,4.0,2,3
GIA_ATR_20230128,GIA,ATR,Greece Super League 2022-23,2.2,3.2,3.5,1,1
OLY_OFI_20230129,OLY,OFI,Greece Super League 2022-23,1.22,6.0,15.0,2,1
AEK_ARI_20230129,AEK,ARI,Greece Super League 2022-23,1.53,4.2,6.0,3,0
PAO_LEV_20230130,PAO,LEV,Greece Super League 2022-23,1.25,5.75,13.0,3,2
LAM_ION_20230130,LAM,ION,Greece Super League 2022-23,2.05,3.0,4.33,0,2
AST_PAN_20230130,AST,PAN,Greece Super League 2022-23,5.25,3.4,1.8,1,0
OFI_GIA_20230204,OFI,GIA,Greece Super League 2022-23,2.0,3.3,4.0,0,0
ION_ARI_20230204,ION,ARI,Greece Super League 2022-23,5.0,3.3,1.8,1,0
PAN_LAM_20230205,PAN,LAM,Greece Super League 2022-23,1.29,4.75,15.0,2,0
PAN_AST_20230205,PAN,AST,Greece Super League 2022-23,2.75,2.9,2.9,0,0
PAO_OLY_20230205,PAO,OLY,Greece Super League 2022-23,2.45,3.2,3.1,0,0
LEV_VOL_20230206,LEV,VOL,Greece Super League 2022-23,2.38,3.3,2.9,0,3
GIA_ION_20230211,GIA,ION,Greece Super League 2022-23,1.91,3.4,4.33,0,0
VOL_ATR_20230212,VOL,ATR,Greece Super League 2022-23,2.25,3.3,3.3,2,1
ARI_PAN_20230212,ARI,PAN,Greece Super League 2022-23,2.9,3.0,2.63,1,2
LAM_OFI_20230213,LAM,OFI,Greece Super League 2022-23,2.7,3.1,2.75,1,4
AST_PAO_20230213,AST,PAO,Greece Super League 2022-23,4.33,3.5,1.85,2,2
AEK_LEV_20230213,AEK,LEV,Greece Super League 2022-23,1.11,9.0,23.0,3,0
OLY_PAN_20230213,OLY,PAN,Greece Super League 2022-23,1.17,7.5,19.0,6,1
PAN_VOL_20230218,PAN,VOL,Greece Super League 2022-23,1.33,5.25,8.5,2,0
AST_GIA_20230218,AST,GIA,Greece Super League 2022-23,2.0,3.0,4.5,1,1
LAM_OLY_20230219,LAM,OLY,Greece Super League 2022-23,12.0,4.75,1.3,0,3
PAN_ION_20230219,PAN,ION,Greece Super League 2022-23,2.1,3.1,3.6,1,0
PAO_AEK_20230219,PAO,AEK,Greece Super League 2022-23,2.9,3.0,2.7,2,0
ATR_LEV_20230220,ATR,LEV,Greece Super League 2022-23,1.8,3.3,5.25,1,0
OFI_ARI_20230220,OFI,ARI,Greece Super League 2022-23,2.88,3.2,2.6,0,3
VOL_LAM_20230224,VOL,LAM,Greece Super League 2022-23,1.91,3.5,3.8,1,1
AEK_AST_20230225,AEK,AST,Greece Super League 2022-23,1.17,7.0,23.0,2,0
GIA_PAO_20230225,GIA,PAO,Greece Super League 2022-23,9.0,4.0,1.44,0,0
OLY_PAN_20230225,OLY,PAN,Greece Super League 2022-23,2.0,3.3,4.0,0,0
ION_OFI_20230226,ION,OFI,Greece Super League 2022-23,2.88,3.0,2.63,0,2
LEV_PAN_20230226,LEV,PAN,Greece Super League 2022-23,2.25,3.2,3.4,0,0
ARI_ATR_20230226,ARI,ATR,Greece Super League 2022-23,1.5,3.75,8.0,2,1
AST_ATR_20230304,AST,ATR,Greece Super League 2022-23,2.25,3.0,3.6,1,1
OLY_LEV_20230305,OLY,LEV,Greece Super League 2022-23,1.14,8.0,21.0,6,0
GIA_VOL_20230305,GIA,VOL,Greece Super League 2022-23,2.25,3.25,3.2,0,1
LAM_ARI_20230305,LAM,ARI,Greece Super League 2022-23,4.75,3.5,1.75,2,1
OFI_AEK_20230305,OFI,AEK,Greece Super League 2022-23,10.0,4.2,1.4,0,3
PAO_ION_20230305,PAO,ION,Greece Super League 2022-23,1.22,5.25,17.0,6,0
PAN_PAN_20230306,PAN,PAN,Greece Super League 2022-23,1.22,5.75,13.0,2,0
ATR_AEK_20230308,ATR,AEK,Greece Super League 2022-23,8.5,4.5,1.36,0,1
AEK_OLY_20230312,AEK,OLY,Greece Super League 2022-23,2.05,3.3,3.75,1,3
ARI_GIA_20230312,ARI,GIA,Greece Super League 2022-23,1.45,4.2,7.5,3,1
ATR_PAN_20230312,ATR,PAN,Greece Super League 2022-23,8.0,3.75,1.5,0,2
ION_AST_20230312,ION,AST,Greece Super League 2022-23,2.15,3.1,3.6,1,0
LEV_OFI_20230312,LEV,OFI,Greece Super League 2022-23,2.7,3.25,2.63,2,0
PAN_LAM_20230312,PAN,LAM,Greece Super League 2022-23,2.2,3.1,3.6,1,1
