"MatchID","Country","LeagueCode","League","Season","MatchDate","MatchTime","Stage","HomeTeam","AwayTeam","Status","SourceReference","RegisteredAt"
"FAI-e51b2e8d964c4242b11039ec","USA","WC2026","FIFA World Cup 2026","2026","2026-07-16","03:00","SF","England","Argentina","SCHEDULED","JCZQ-EV-F4C14C3202FD91434658","2026-07-14T20:59:47.9554018Z"
