"RelativePath","Extension","Bytes","LastWriteUtc","Sha256","ArchiveStatus"
"2026-07-15\japan_2425.csv","csv","1134","2026-06-20T15:33:57.0000000Z","520ae453c4957c6fb5920c0aa463cfda2d920b49f39151c24357add09da4d525","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\knowledge_base.md","md","20738","2026-06-21T22:44:29.0000000Z","6235974377b821f7c114f6befc9562fde3977eab7a024ae076e1aafef25cbe9a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\korea_2021.csv","csv","1271","2026-06-20T15:35:07.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\korea_2023_24.csv","csv","1134","2026-06-20T15:24:37.0000000Z","9b2e3acdb8a74a12b4e28a1bf6fe418c991215517a56e621a125ebf512de60dc","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\korea_2024.csv","csv","567","2026-06-20T15:33:30.0000000Z","518e40ef2f2330c021ef4848be7563ea421be080a985eba1aad72780c55fa052","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\korea_2024_25.csv","csv","1134","2026-06-20T15:24:13.0000000Z","c8eeb28568be71d78bde5ec2b23791766f69ec9e691ab9580366f0016e1c6ac0","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\korea_2324.csv","csv","1134","2026-06-20T15:33:59.0000000Z","9b2e3acdb8a74a12b4e28a1bf6fe418c991215517a56e621a125ebf512de60dc","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\laliga_2020_21.csv","csv","171721","2026-06-20T15:01:19.0000000Z","b4137db923101f464e8403c4973acbfaf7d71724ce93b4336fad580e894d9591","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\laliga_2021_22.csv","csv","172174","2026-06-20T15:01:21.0000000Z","2d9e619700712823d15716c07715133f8c3b1a09046930dcfc785a38633dee2e","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\laliga_2022_23.csv","csv","172199","2026-06-20T14:41:29.0000000Z","53348112526b5165539df240be350083989bb258f30c0ff7cacbc0165ca7e4b3","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\laliga_2023_24.csv","csv","168164","2026-06-20T14:41:10.0000000Z","5323f596c7ed318e4bce95557a369d809d98501fa499ea5f41350cd45cf3c7d9","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\laliga_2024_25.csv","csv","192863","2026-06-20T14:37:29.0000000Z","c086e96d6a53f6e6c0fce4e35db0d1728c773b4362323da0161a34769e315a36","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\laliga_2025_26.csv","csv","197653","2026-06-20T14:41:54.0000000Z","4ca2e285f3ee0702f6bc55fcaa4f5a15cb3aef6220735a1d15398131e21d63f5","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\ligue1_2020_21.csv","csv","170539","2026-06-20T15:01:40.0000000Z","124560ab39a1c256eb6ee5ad2dd1eed250c9780d0cbb34525d9abee41fbf7f70","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\ligue1_2021_22.csv","csv","171274","2026-06-20T15:01:49.0000000Z","9e9eaefb8704264f8d55a718a119d940de4af7d7b4217ac4097b957406e16213","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\ligue1_2022_23.csv","csv","171165","2026-06-20T14:41:37.0000000Z","18ea07d922e8b6360b81189637efd5aaf44779765db856bff208d5b1acf69b2f","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\ligue1_2023_24.csv","csv","135000","2026-06-20T14:41:17.0000000Z","ca0a4bf51d5b1ccfd0e1558ea41de6bb829df6c96c759888a87248d296d5adb7","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\ligue1_2024_25.csv","csv","154703","2026-06-20T14:37:39.0000000Z","fe6ae6a0c30d05f0ac88e0fc4a31452c7203e2b444703dfa941e22f38f20ab63","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\ligue1_2025_26.csv","csv","157965","2026-06-20T14:42:01.0000000Z","0dad847de306774dfddfb87d310283c777e4c9f3008cd55ec52e28d841191730","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_form.csv","csv","94639","2026-06-22T06:26:52.0000000Z","62fc86b2867d824bbf38eaa51cfbabdd11a4b6e310cc4584024760e7f9d43c67","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core.csv","csv","11776222","2026-06-22T06:26:53.0000000Z","a5759d069cc9e3cc127b377365d9804292408b6fd2b1aa25676e0a6d0bd45bfb","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part01.csv","csv","610425","2026-06-22T06:27:17.0000000Z","626c75d1543159a6e5ed50fbabb50b9adc08fa250fff4b5259ad4ecbe758a38f","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part02.csv","csv","703667","2026-06-22T06:27:17.0000000Z","fd5a04f79332401df8286878fbec417d521250ca12a9def6e2e2a2d4cd68b3b8","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part03.csv","csv","819814","2026-06-22T06:27:17.0000000Z","a4294b53544acb03f49e057d3bb15f2a7654550c21ed8fe13bbf0e5354b87e8d","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part04.csv","csv","690099","2026-06-22T06:27:17.0000000Z","25aa0d8ecc4db86ac338a8ad240a7fb036345915f89cef27e6d90f34615021d1","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part05.csv","csv","794591","2026-06-22T06:27:17.0000000Z","1f2353a8a96818b3185df0fb968a3ccc6c87b16f76de106d7e52699c58894bf5","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part06.csv","csv","833773","2026-06-22T06:27:17.0000000Z","fde485bcad6abed986f0b33be3aaa267aedcae448a0e02bae8236c7188460ae3","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part07.csv","csv","820354","2026-06-22T06:27:17.0000000Z","6a9c4be23693d27c39cce6b313dca4bf26c28e2094ce3f130f13e674a0983571","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part08.csv","csv","808768","2026-06-22T06:27:17.0000000Z","ddbad8137dc74492739f519d0818d8406903f355d578b8ad2a64f3c15ed0c90b","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part09.csv","csv","807984","2026-06-22T06:27:17.0000000Z","82b58ffa064f2d318d74ac61712462bf23b4a51fcbd27b975c1c09e4da379df8","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part10.csv","csv","779866","2026-06-22T06:27:17.0000000Z","98452730b02291efcda36a69888aa1065f44fa41534f131e9d5f4ecb262903b0","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part11.csv","csv","804935","2026-06-22T06:27:17.0000000Z","fe64a14cc880a52551b8a326ce8ec76b5e93cab46c7e6ff340812f7f91bec156","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part12.csv","csv","795508","2026-06-22T06:27:17.0000000Z","071f8634842560662de0130e2b9e70d4d4a19e1e7c4b81316bab373970f933bf","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part13.csv","csv","866970","2026-06-22T06:27:17.0000000Z","61bed3a22c46a3c7de46be6dab65c3c78ffac67ae195c70d0d910fe2802f8a9e","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part14.csv","csv","958539","2026-06-22T06:27:17.0000000Z","d6b913e580190cabeb5648d635f1dc4c73d704c8a88db7b95a5fdbf298091501","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\match_history_core_part15.csv","csv","682301","2026-06-22T06:27:17.0000000Z","535a60e7a23976a21296f11688ace8aecb63a7e2307a1c0955985fef1b753b43","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\mexico_2021.csv","csv","1271","2026-06-20T15:35:12.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\mexico_2023_24.csv","csv","1271","2026-06-20T15:24:35.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\mexico_2024_25.csv","csv","1271","2026-06-20T15:24:13.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\ml_features.csv","csv","7444725","2026-06-20T18:44:30.0000000Z","8da256a1f7060f16042be6acb82ec043668e701448f9580d3775a422e99d3f0f","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\N1_2122.csv","csv","138801","2026-06-20T15:41:00.0000000Z","1798f02c9e2d55d399503bce4adf82d9cb31969caab01de8a4ac0632947b692a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\N1_2223.csv","csv","139065","2026-06-20T15:41:24.0000000Z","a52a916c302ab414705fdcbba2077c301f9f0baefd3d519ea5434a2a5f5c4e8f","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\netherlands_2020_21.csv","csv","138587","2026-06-20T15:39:06.0000000Z","65d532e1ea878954043454422ba2c770d05909691b219f39fcc6e9c4c4037657","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\netherlands_2023_24.csv","csv","135643","2026-06-20T15:24:37.0000000Z","bbef260d01917668069697c60e5179571600ddca6f3cc353b81d46143697dad4","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\netherlands_2024_25.csv","csv","155460","2026-06-20T15:24:15.0000000Z","7f97f0a7fd1f9b2cff6ac09588cdc14fd07f19950cb75e821fa58ab41e541d0a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\netherlands_2122.csv","csv","138801","2026-06-20T15:46:18.0000000Z","1798f02c9e2d55d399503bce4adf82d9cb31969caab01de8a4ac0632947b692a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\netherlands_2223.csv","csv","139065","2026-06-20T15:46:25.0000000Z","a52a916c302ab414705fdcbba2077c301f9f0baefd3d519ea5434a2a5f5c4e8f","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\netherlands_test.csv","csv","135643","2026-06-20T15:44:59.0000000Z","bbef260d01917668069697c60e5179571600ddca6f3cc353b81d46143697dad4","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\norway_2020_21.csv","csv","138587","2026-06-20T15:39:05.0000000Z","65d532e1ea878954043454422ba2c770d05909691b219f39fcc6e9c4c4037657","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\norway_2023_24.csv","csv","135643","2026-06-20T15:24:37.0000000Z","bbef260d01917668069697c60e5179571600ddca6f3cc353b81d46143697dad4","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\norway_2024_25.csv","csv","155460","2026-06-20T15:24:15.0000000Z","7f97f0a7fd1f9b2cff6ac09588cdc14fd07f19950cb75e821fa58ab41e541d0a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\norway_2324.csv","csv","135643","2026-06-20T15:43:36.0000000Z","bbef260d01917668069697c60e5179571600ddca6f3cc353b81d46143697dad4","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\norway_2425.csv","csv","155460","2026-06-20T15:43:38.0000000Z","7f97f0a7fd1f9b2cff6ac09588cdc14fd07f19950cb75e821fa58ab41e541d0a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\norway_test.csv","csv","1271","2026-06-20T15:48:06.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\P1_2122.csv","csv","139055","2026-06-20T15:40:51.0000000Z","c4477c4f40da93fbba978fa52b76dc962df3a998a464f9c5ae5462d1b36e3a63","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\P1_2223.csv","csv","139035","2026-06-20T15:41:18.0000000Z","acb35c152f1198de9d02cdea622bc815e1438bae00d1822e0fe48a787405a84a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\PL_2122.csv","csv","139055","2026-06-20T15:41:09.0000000Z","c4477c4f40da93fbba978fa52b76dc962df3a998a464f9c5ae5462d1b36e3a63","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\PL_2223.csv","csv","139035","2026-06-20T15:41:36.0000000Z","acb35c152f1198de9d02cdea622bc815e1438bae00d1822e0fe48a787405a84a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\poland_2020_21.csv","csv","139013","2026-06-20T15:39:23.0000000Z","c6bb505a2a2a3f5a71f5d37cbe9f717fb683d706b66170b6b3bef7947a5252cb","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\poland_2023_24.csv","csv","135008","2026-06-20T15:24:37.0000000Z","681e132bee3948b432436e907a935ea8fc4a8ccace86dad67d61be0159035758","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\poland_2024_25.csv","csv","153596","2026-06-20T15:24:16.0000000Z","e3cceff81e471c59e72c1f60f81b2e62df21d1a58af167062d4915484da00255","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\poland_test.csv","csv","1271","2026-06-20T15:48:11.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\portugal_2020_21.csv","csv","139013","2026-06-20T15:38:57.0000000Z","c6bb505a2a2a3f5a71f5d37cbe9f717fb683d706b66170b6b3bef7947a5252cb","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\portugal_2023_24.csv","csv","135008","2026-06-20T15:24:38.0000000Z","681e132bee3948b432436e907a935ea8fc4a8ccace86dad67d61be0159035758","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\portugal_2024_25.csv","csv","153596","2026-06-20T15:24:15.0000000Z","e3cceff81e471c59e72c1f60f81b2e62df21d1a58af167062d4915484da00255","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\report_19ef4674.md","md","10418","2026-06-23T12:16:00.0000000Z","427198be5b546535b5e5771ff804690d5ee44f03e6b3a7e876580c35a064d162","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\S1_2122.csv","csv","1298","2026-06-20T15:41:13.0000000Z","2cb1a8e7ada22caedc32252cceb2f3a6fe2674c1987c6f5f96546967a1a626a0","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\S1_2223.csv","csv","1298","2026-06-20T15:41:38.0000000Z","9501ea7fbc110ebd603d32f356a0d1dea8b5bf63548e386a10e791de82e733ae","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\SC0_2122.csv","csv","105588","2026-06-20T15:41:02.0000000Z","5814849157392d05df1bd8220a468649434d1e816e9385d65eca2dede98c5dd1","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\SC0_2223.csv","csv","105939","2026-06-20T15:41:28.0000000Z","d716ef774542bb04701e1ac03eedf677cfa02422a0974b030824b3002c011730","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\scotland_2020_21.csv","csv","105286","2026-06-20T15:39:12.0000000Z","0456d91665fccef8a7b4cce781b9a56a0df451d43dc1f67f0d623ac90aa26817","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\scotland_2023_24.csv","csv","103688","2026-06-20T15:24:36.0000000Z","ed2dcf1bb0bdb12e911f0b8435038a85448be27d4fa368202c85be5e8036c341","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\scotland_2024_25.csv","csv","118635","2026-06-20T15:24:15.0000000Z","a7e7c7512a04784c8c8d9a82a3bb24a3c67c9a6afa533a661d8fbbbbec293118","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\seriea_2020_21.csv","csv","170667","2026-06-20T15:01:25.0000000Z","c09196fa18877547442807d375317299947abdd6d51a5e0df044cc6026e13f36","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\seriea_2021_22.csv","csv","171204","2026-06-20T15:01:27.0000000Z","6a9555d5a90e652a883fd2862a52545c06e264016cd770347c067a6d7c993170","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\seriea_2022_23.csv","csv","171573","2026-06-20T14:41:32.0000000Z","9960837f37a97ae700f876c87b85a8b7a2f5a5d05a53077830c21b9db8880c45","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\seriea_2023_24.csv","csv","167015","2026-06-20T14:41:13.0000000Z","343a89db026fe4204ebeabd663cdfee8d02a45457828fc1cb63fa630ca170723","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\seriea_2024_25.csv","csv","191722","2026-06-20T14:37:32.0000000Z","79d87a5b18771e066ac7419b7876bfd9771a68ca117a9712375d6bc9685abee3","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\seriea_2025_26.csv","csv","196217","2026-06-20T14:41:56.0000000Z","709ae279617d16af226312bcceac941e71241745ddaf950bdac2b83afad4fcbb","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\sweden_2023_24.csv","csv","1298","2026-06-20T15:24:36.0000000Z","d15567feee702b29ea9974559986f54c6c14dc154c11aae18d4aac63bc9cb4b3","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\sweden_2024_25.csv","csv","1298","2026-06-20T15:24:15.0000000Z","e92de92b97119437d4f62f14c28f47d2cc96f5d1e99dd2285fde3e0a25a3a978","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\sweden_test.csv","csv","1271","2026-06-20T15:48:07.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\switzerland_2020_21.csv","csv","1298","2026-06-20T15:40:46.0000000Z","d6925e0c665c4da040eaff5d0c8bbf63dadf14f3aaa19e339feeee1499aa74ae","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\switzerland_2023_24.csv","csv","1298","2026-06-20T15:24:36.0000000Z","d15567feee702b29ea9974559986f54c6c14dc154c11aae18d4aac63bc9cb4b3","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\switzerland_2024_25.csv","csv","1298","2026-06-20T15:24:13.0000000Z","e92de92b97119437d4f62f14c28f47d2cc96f5d1e99dd2285fde3e0a25a3a978","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\T1_2122.csv","csv","173920","2026-06-20T15:41:04.0000000Z","d945315d283f2c3b48e8ff67d9ac460ccc2c817ad719e0448000db995b5ab9ce","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\T1_2223.csv","csv","147535","2026-06-20T15:41:30.0000000Z","129aacfe9576679cd287a63c401823b7df4ecd8bddb7eeb1ed0fcd22c867e0e3","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\team_form.csv","csv","19710","2026-06-22T06:26:52.0000000Z","1b661853b54056ad82ed3efb055de0a89229e11de7631003f369b38ebe85f780","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\teams.csv","csv","161297","2026-06-22T06:26:52.0000000Z","8b58bdb1a07f0bc2a40c412c1bf6c25def1aeaaedd8872892e1e0832bb41e40a","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\turkey_2020_21.csv","csv","191916","2026-06-20T15:39:14.0000000Z","f50a1ca815964b11f818a3ca35035f57969e5b3b04e267ad508e8b9282920cfd","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\turkey_2023_24.csv","csv","169459","2026-06-20T15:24:37.0000000Z","17097f7d31bad40f830dc6f0f85090e9f76876e6812ec14997bc80423a05924b","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\turkey_2024_25.csv","csv","173297","2026-06-20T15:24:18.0000000Z","fd91680cc815f356c94fdd733078431ca771707305994ec49c5f1270cf9c9f5c","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\usa_2021.csv","csv","1271","2026-06-20T15:35:09.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\usa_2023_24.csv","csv","1271","2026-06-20T15:24:37.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\usa_2024.csv","csv","572","2026-06-20T15:33:34.0000000Z","98b93d35d1a6c45a610fc09385d6a232efff5356054b3a05cd5571f5e7d64dc0","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\usa_2024_25.csv","csv","1271","2026-06-20T15:24:13.0000000Z","008bc8052e2323d4f892dc397bad94bc4fa61295619923fea932915948939c50","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\user_framework_file.md","md","32785","2026-06-19T18:37:30.0000000Z","8849875646b7d301e09144b34d8c7dab8216552dab7b61da4e031a680947d227","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\Zero-Error_Protocol_1.md","md","25792","2026-06-19T10:03:32.0000000Z","1573873552747a64d738d351b0f8555ca12699d780e53f0fd9e036fa2bfa493b","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\Zero-Error_Protocol_2.md","md","18414","2026-06-19T10:03:32.0000000Z","c9c2daf5920db5a440c952885eb515499a225ff98b428a6a79249c402f06cb11","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\Zero-Error_Protocol_3.md","md","16952","2026-06-19T10:03:32.0000000Z","2a2e5a472266a47cdbbbb8326b73324e979c8c51026551204e75143ede3e460f","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\Zero-Error_Protocol_4.md","md","4879","2026-06-19T10:03:32.0000000Z","492ae815228805353e67dee38fe5d6c0b09c3fccfece22d153846093047d4de9","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\Zero-Error_Protocol_5.md","md","77312","2026-06-19T10:03:32.0000000Z","c135d049d72a7dccae7d7087d114fe5073907a932cf434140b020e47d2400e02","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\Zero-Error_Protocol_6.md","md","16315","2026-06-19T10:03:32.0000000Z","65364a63377cca3a7bf37a4ce5f3afd7174b5128d56cf2a5426b2bfccfea7420","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\阿根廷vs奥地利_复盘报告.md","md","38301","2026-06-23T19:48:18.0000000Z","212cd3689341fc26b6d117eec2ed53dd8dd73a66d02baf4b5571fc67ac931a33","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\阿根廷vs奥地利_深度分析报告.md","md","14502","2026-06-22T10:01:04.0000000Z","8ebfbd97c26e50302b633991c0dfbca26a9afa2f677a3e29cb749733e33f7226","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\报告对比真伪论证.md","md","6375","2026-06-23T12:17:32.0000000Z","cc7d4780abd6980374f947a38863cd949b9e9469957db0db0352ac0b1774ca6b","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\部署说明.md","md","5825","2026-06-21T13:17:50.0000000Z","5d7170e181c5a72519500d2df8661023e6fa6ab32fc6e7f976a355e458717dcc","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\待复盘文件_4场世界杯.md","md","214427","2026-06-22T17:25:26.0000000Z","0d31f079a102db00e084d85e5bb8ced23a1497a97e304ff5d9d9a6da5f66d6de","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\对比分析报告_我们的框架vs对方报告_20260620.md","md","17437","2026-06-20T10:22:18.0000000Z","5ad3f628fa0972262fde6b9641c34a20619985da4aa7f2ee82b0ab36f3d68062","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\对话详细摘要_20260620.md","md","8868","2026-06-20T16:02:12.0000000Z","9217651535306c33984cb65eec35099250819abf67aa74efb2aedc439e1e08e9","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\返还率计算详解.md","md","763","2026-06-23T08:43:36.0000000Z","2fbb9c4e920f4cf37e52287f94d80c64a923e43b7f5dedc65ff81bc2a9239b1f","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\国际大赛ML模型v2训练报告.md","md","3095","2026-06-20T21:44:02.0000000Z","4ef1e1b29220961d05bf9495089005dee22c52f297b002e4618ded138bda6c13","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\国际大赛ML模型训练报告.md","md","2755","2026-06-20T21:39:00.0000000Z","f43ac58b980fb044fd83804694ec54dea28ccdb880108e13702c78fcd2ca81b3","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\国际大赛数据补全_进度报告.md","md","2986","2026-06-20T20:17:16.0000000Z","7a2f4ebb61106e11348206e5029d6ed9650707b0f4d8ffd82bb602d88cffabaf","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\国际大赛数据补全_最终报告.md","md","4461","2026-06-20T20:53:29.0000000Z","67fa8e8e58eab77b40a266a87564c490a516b5f429d5ffc13cfd944c36672336","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\国际大赛数据框架_最终报告.md","md","4013","2026-06-20T20:30:09.0000000Z","41c4ea72a21bde93db42f2565d4a5927e12774ca7443449974c1eb351c3045ac","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\荷兰vs瑞典_复盘报告.md","md","3316","2026-06-20T19:16:27.0000000Z","ff1b3882f9d3de7088f17fae8b0d6d82f2fb5e86489870899e1759b9f887ed65","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\荷兰vs瑞典_复盘报告_修正版.md","md","4059","2026-06-20T19:33:01.0000000Z","4e9b2686a977d494fb4043b3b1b93507855ec0821e27d3ba20866fbea428c556","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
"2026-07-15\荷兰vs瑞典复盘报告_20260621.md","md","5705","2026-06-20T21:14:23.0000000Z","060c69aa7b6d381f69ecd3b47e1f2a0e3fc67fd97ecc87bb1198187bd62fbc19","RETAINED_RAW_NOT_TRAINING_BY_DEFAULT"
