season,stage,home_team,away_team,home_goals,away_goals,result
2025,Main,Jeonbuk,Daegu,3,1,H
2025,Main,Anyang,Suwon FC,3,1,H
2025,Main,Gimcheon Sangmu,Daejeon,0,2,A
2025,Main,Seoul,Gwangju FC,1,2,A
2025,Main,Ulsan HD,Gangwon,1,2,A
2025,Main,Daegu,Ulsan HD,0,1,A
2025,Main,Gangwon,Gwangju FC,1,0,H
2025,Main,Jeonbuk,Jeju SK,1,1,D
2025,Main,Pohang,Anyang,2,1,H
2025,Main,Seoul,Daejeon,2,2,D
2025,Main,Suwon FC,Gimcheon Sangmu,3,2,H
2025,Main,Gwangju FC,Daegu,2,1,H
2025,Main,Anyang,Gangwon,2,0,H
2025,Main,Gwangju FC,Jeju SK,1,0,H
2025,Main,Daejeon,Jeonbuk,0,2,A
2025,Main,Gimcheon Sangmu,Daegu,2,0,H
2025,Main,Suwon FC,Pohang,1,1,D
2025,Main,Ulsan HD,Seoul,0,0,D
2025,Main,Ulsan HD,Daejeon,2,3,A
2025,Main,Anyang,Jeonbuk,0,1,A
2025,Main,Gimcheon Sangmu,Gangwon,1,0,H
2025,Main,Jeju SK,Suwon FC,1,0,H
2025,Main,Daejeon,Gwangju FC,1,1,D
2025,Main,Pohang,Ulsan HD,1,0,H
2025,Main,Seoul,Daegu,3,2,H
2025,Main,Gwangju FC,Pohang,2,3,A
2025,Main,Gimcheon Sangmu,Gwangju FC,0,0,D
2025,Main,Jeonbuk,Pohang,2,2,D
2025,Main,Suwon FC,Ulsan HD,1,1,D
2025,Main,Daegu,Anyang,0,1,A
2025,Main,Gangwon,Seoul,0,1,A
2025,Main,Jeju SK,Daejeon,1,3,A
2025,Main,Jeonbuk,Gangwon,0,1,A
2025,Main,Ulsan HD,Jeju SK,2,0,H
2025,Main,Anyang,Gimcheon Sangmu,1,3,A
2025,Main,Daegu,Daejeon,1,2,A
2025,Main,Suwon FC,Seoul,0,0,D
2025,Main,Seoul,Gimcheon Sangmu,0,0,D
2025,Main,Daejeon,Suwon FC,1,0,H
2025,Main,Gangwon,Jeju SK,0,0,D
2025,Main,Gwangju FC,Anyang,2,1,H
2025,Main,Pohang,Daegu,0,0,D
2025,Main,Ulsan HD,Jeonbuk,1,0,H
2025,Main,Daejeon,Ulsan HD,0,2,A
2025,Main,Gangwon,Pohang,2,1,H
2025,Main,Jeonbuk,Gwangju FC,2,2,D
2025,Main,Daegu,Suwon FC,3,1,H
2025,Main,Jeju SK,Gimcheon Sangmu,2,3,A
2025,Main,Seoul,Anyang,2,1,H
2025,Main,Daegu,Gangwon,2,1,H
2025,Main,Jeonbuk,Gimcheon Sangmu,2,1,H
2025,Main,Ulsan HD,Anyang,0,1,A
2025,Main,Gwangju FC,Suwon FC,0,0,D
2025,Main,Jeju SK,Seoul,2,0,H
2025,Main,Pohang,Daejeon,0,3,A
2025,Relegation,Suwon FC,Bucheon FC 1995,2,3,A
2025,Relegation,Jeju SK,Suwon Bluewings,2,0,H
2025,Relegation,Bucheon FC 1995,Suwon FC,1,0,H
2025,Relegation,Suwon Bluewings,Jeju SK,0,1,A
2025,Championship Group,Gangwon,Pohang,1,0,H
2025,Championship Group,Gimcheon Sangmu,Daejeon,0,3,A
2025,Championship Group,Jeonbuk,Seoul,2,1,H
2025,Championship Group,Daejeon,Gangwon,1,1,D
2025,Championship Group,Pohang,Jeonbuk,0,0,D
2025,Championship Group,Seoul,Gimcheon Sangmu,1,3,A
2025,Championship Group,Pohang,Seoul,0,0,D
2025,Championship Group,Gimcheon Sangmu,Gangwon,0,1,A
2025,Championship Group,Jeonbuk,Daejeon,3,1,H
2025,Championship Group,Daejeon,Seoul,3,1,H
2025,Championship Group,Gangwon,Jeonbuk,0,0,D
2025,Championship Group,Gimcheon Sangmu,Pohang,0,1,A
2025,Championship Group,Daejeon,Pohang,2,0,H
2025,Championship Group,Seoul,Gangwon,4,2,H
2025,Championship Group,Jeonbuk,Gimcheon Sangmu,2,3,A
2025,Relegation Group,Daegu,Anyang,2,2,D
2025,Relegation Group,Suwon FC,Gwangju FC,0,1,A
2025,Relegation Group,Ulsan HD,Jeju SK,0,1,A
2025,Relegation Group,Jeju SK,Daegu,1,1,D
2025,Relegation Group,Anyang,Suwon FC,0,1,A
2025,Relegation Group,Gwangju FC,Ulsan HD,2,0,H
2025,Relegation Group,Ulsan HD,Suwon FC,1,0,H
2025,Relegation Group,Daegu,Gwangju FC,1,0,H
2025,Relegation Group,Jeju SK,Anyang,1,2,A
2025,Relegation Group,Gwangju FC,Jeju SK,2,0,H
2025,Relegation Group,Suwon FC,Daegu,1,1,D
2025,Relegation Group,Anyang,Ulsan HD,3,1,H
2025,Relegation Group,Ulsan HD,Daegu,1,1,D
2025,Relegation Group,Gwangju FC,Anyang,1,0,H
2025,Relegation Group,Suwon FC,Jeju SK,1,2,A
